state,county,date,city,college,cases,cases_2021
Alabama,Madison,2021-05-26,Huntsville,Alabama A&M University,41,
Alabama,Montgomery,2021-05-26,Montgomery,Alabama State University,2,
Alabama,Limestone,2021-05-26,Athens,Athens State University,45,10.0
Alabama,Lee,2021-05-26,Auburn,Auburn University,2742,567.0
Alabama,Montgomery,2021-05-26,Montgomery,Auburn University at Montgomery,220,80.0
Alabama,Walker,2021-05-26,Jasper,Bevill State Community College,4,
Alabama,Jefferson,2021-05-26,Birmingham,Birmingham-Southern College,263,49.0
Alabama,Limestone,2021-05-26,Tanner,Calhoun Community College,137,53.0
Alabama,Tallapoosa,2021-05-26,Alexander City,Central Alabama Community College,49,10.0
Alabama,Coffee,2021-05-26,Enterprise,Enterprise State Community College,76,35.0
Alabama,Etowah,2021-05-26,Gadsden,Gadsden State Community College,67,5.0
Alabama,Montgomery,2021-05-26,Montgomery,Huntingdon College,0,
Alabama,Calhoun,2021-05-26,Jacksonville,Jacksonville State University,229,10.0
Alabama,Covington,2021-05-26,Andalusia,Lurleen B. Wallace Community College,19,
Alabama,Perry,2021-05-26,Marion,Marion Military Institute,45,19.0
Alabama,Jefferson,2021-05-26,Fairfield,Miles College,0,
Alabama,Jefferson,2021-05-26,Birmingham,Samford University,666,186.0
Alabama,Marshall,2021-05-26,Boaz,Snead State Community College,29,10.0
Alabama,Randolph,2021-05-26,Wadley,Southern Union State Community College,295,78.0
Alabama,Mobile,2021-05-26,Mobile,Spring Hill College,162,38.0
Alabama,Pike,2021-05-26,Troy,Troy University,855,106.0
Alabama,Houston,2021-05-26,Dothan,Troy University Dothan,18,1.0
Alabama,Montgomery,2021-05-26,Montgomery,Troy University Montgomery,20,2.0
Alabama,Russell,2021-05-26,Phenix,Troy University Phenix City,10,1.0
Alabama,Macon,2021-05-26,Tuskeegee,Tuskegee University,110,
Alabama,Tuscaloosa,2021-05-26,Tuscaloosa,University of Alabama,4565,1204.0
Alabama,Jefferson,2021-05-26,Birmingham,University of Alabama at Birmingham,3143,857.0
Alabama,Madison,2021-05-26,Huntsville,University of Alabama in Huntsville,393,183.0
Alabama,Shelby,2021-05-26,Montevallo,University of Montevallo,192,52.0
Alabama,Lauderdale,2021-05-26,Florence,University of North Alabama,763,275.0
Alabama,Mobile,2021-05-26,Mobile,University of South Alabama,780,273.0
Alabama,Sumter,2021-05-26,Livingston,University of West Alabama,35,5.0
Alaska,North Slope Borough,2021-05-26,Utqiagvik,Ilisagvik College,0,
Alaska,Anchorage Municipality,2021-05-26,Anchorage,University of Alaska Anchorage,186,51.0
Alaska,Fairbanks North Star Borough,2021-05-26,Fairbanks,University of Alaska Fairbanks,228,79.0
Alaska,Juneau City and Borough,2021-05-26,Juneau ,University of Alaska Southeast,16,3.0
American Samoa,Maoputasi,2021-05-26,Pago Pago,American Samoa Community College,0,0.0
Arizona,Maricopa,2021-05-26,Tempe,Arizona State University,6766,2261.0
Arizona,Yuma,2021-05-26,Yuma,Arizona Western College,41,
Arizona,Apache,2021-05-26,Tsaile,Dine College,16,11.0
Arizona,Yavapai,2021-05-26,Prescott,Embry-Riddle Aeronautical University at Prescott,89,35.0
Arizona,Maricopa,2021-05-26,Phoenix,Grand Canyon University,1935,563.0
Arizona,Maricopa,2021-05-26,Glendale,Midwestern University at Glendale,248,90.0
Arizona,Mohave,2021-05-26,Kingman,Mohave Community College,0,0.0
Arizona,Coconino,2021-05-26,Flagstaff,Northern Arizona University,2959,1429.0
Arizona,Pima,2021-05-26,Tucson,University of Arizona,4365,1051.0
Arkansas,Mississippi,2021-05-26,Blytheville,Arkansas Northeastern College,65,9.0
Arkansas,Craighead,2021-05-26,Jonesboro,Arkansas State University,1106,162.0
Arkansas,Jackson,2021-05-26,Newport,Arkansas State University-Newport,139,29.0
Arkansas,Pope,2021-05-26,Russellville,Arkansas Tech University,704,
Arkansas,Randolph,2021-05-26,Pocahontas,Black River Technical College,85,
Arkansas,Faulkner,2021-05-26,Conway,Central Baptist College,48,28.0
Arkansas,Sevier,2021-05-26,De Queen,Cossatot Community College of the University of Arkansas,20,20.0
Arkansas,White,2021-05-26,Searcy,Harding University,1088,653.0
Arkansas,Clark,2021-05-26,Arkadelphia,Henderson State University,257,85.0
Arkansas,Faulkner,2021-05-26,Conway,Hendrix College,86,64.0
Arkansas,Benton,2021-05-26,Siloam Springs,John Brown University,77,11.0
Arkansas,Independence,2021-05-26,Batesville,Lyon College,116,88.0
Arkansas,Garland,2021-05-26,Hot Springs,National Park College,120,54.0
Arkansas,Boone,2021-05-26,Harrison,North Arkansas College,134,34.0
Arkansas,Benton,2021-05-26,Bentonville,NorthWest Arkansas Community College,43,9.0
Arkansas,Clark,2021-05-26,Arkadelphia,Ouachita Baptist University,339,
Arkansas,Union,2021-05-26,El Dorado,South Arkansas Community College,41,
Arkansas,Columbia,2021-05-26,Magnolia,Southern Arkansas University,343,116.0
Arkansas,Washington,2021-05-26,Fayetteville,University of Arkansas,3336,594.0
Arkansas,Polk,2021-05-26,Mena,University of Arkansas Community College Rich Mountain,61,42.0
Arkansas,Conway,2021-05-26,Morrilton,University of Arkansas Community College at Morrilton,78,44.0
Arkansas,Miller,2021-05-26,Texarkana,University of Arkansas Hope-Texarkana,69,37.0
Arkansas,Sebastian,2021-05-26,Fort Smith,University of Arkansas at Fort Smith,300,108.0
Arkansas,Pulaski,2021-05-26,Little Rock,University of Arkansas at Little Rock,284,66.0
Arkansas,Drew,2021-05-26,Monticello,University of Arkansas at Monticello,212,83.0
Arkansas,Jefferson,2021-05-26,Pine Bluff,University of Arkansas at Pine Bluff,268,67.0
Arkansas,Pulaski,2021-05-26,Little Rock,University of Arkansas for Medical Sciences,224,
Arkansas,Pulaski,2021-05-26,North Little Rock,University of Arkansas-Pulaski Technical College,244,100.0
Arkansas,Conway,2021-05-26,Conway,University of Central Arkansas,672,109.0
Arkansas,Johnson,2021-05-26,Clarksville,University of the Ozarks,116,53.0
California,San Francisco,2021-05-26,San Francisco,Academy of Art University,0,
California,Los Angeles,2021-05-26,Lancaster,Antelope Valley College,101,
California,Los Angeles,2021-05-26,Azusa,Azusa Pacific University,108,64.0
California,Kern,2021-05-26,Bakersfield,Bakersfield College,0,
California,Los Angeles,2021-05-26,La Mirada,Biola University,99,
California,Riverside,2021-05-26,Riverside,California Baptist University,25,
California,Los Angeles,2021-05-26,Pasadena,California Institute of Technology,123,75.0
California,Ventura,2021-05-26,Thousand Oaks,California Lutheran University,47,25.0
California,San Luis Obispo,2021-05-26,San Luis Obispo,"California Polytechnic State University, San Luis Obispo",2021,1136.0
California,Los Angeles,2021-05-26,Pomona,"California State Polytechnic University, Pomona",61,39.0
California,Solano,2021-05-26,Vallejo,California State University Maritime Academy,13,5.0
California,Kern,2021-05-26,Bakersfield,"California State University, Bakersfield",97,29.0
California,Ventura,2021-05-26,Camarillo,"California State University, Channel Islands",27,8.0
California,Butte,2021-05-26,Chico,"California State University, Chico",336,79.0
California,Los Angeles,2021-05-26,Carson,"California State University, Dominguez Hills",50,38.0
California,Alameda,2021-05-26,Hayward,"California State University, East Bay",43,16.0
California,Orange,2021-05-26,Fullerton,"California State University, Fullerton",45,23.0
California,Los Angeles,2021-05-26,Long Beach,"California State University, Long Beach",163,64.0
California,Los Angeles,2021-05-26,Los Angeles,"California State University, Los Angeles",199,
California,Monterey,2021-05-26,Marina,"California State University, Monterey Bay",18,8.0
California,Los Angeles,2021-05-26,Los Angeles,"California State University, Northridge",149,55.0
California,Sacramento,2021-05-26,Sacramento,"California State University, Sacramento",148,46.0
California,San Bernardino,2021-05-26,San Bernardino,"California State University, San Bernardino",43,15.0
California,San Diego,2021-05-26,San Marcos,"California State University, San Marcos",118,37.0
California,Stanislaus,2021-05-26,Turlock,"California State University, Stanislaus",39,19.0
California,Orange,2021-05-26,Orange,Chapman University,377,225.0
California,Los Angeles,2021-05-26,Claremont,Claremont McKenna College,0,
California,Orange,2021-05-26,Irvine,Concordia University Irvine,82,59.0
California,Orange,2021-05-26,Cypress,Cypress College,20,1.0
California,Marin,2021-05-26,San Rafael,Dominican University of California,32,24.0
California,Los Angeles,2021-05-26,Torrance,El Camino Community College,35,16.0
California,Plumas,2021-05-26,Quincy,Feather River College,10,3.0
California,Santa Clara,2021-05-26,Los Altos,Foothill College,0,0.0
California,Fresno,2021-05-26,Fresno,Fresno Pacific University,31,
California,Fresno,2021-05-26,Fresno,Fresno State University,150,54.0
California,Los Angeles,2021-05-26,Claremont,Harvey Mudd College,6,1.0
California,Alameda,2021-05-26,Oakland,Holy Names University,20,12.0
California,Humboldt,2021-05-26,Arcata,Humboldt State University,127,74.0
California,Los Angeles,2021-05-26,Los Angeles,Los Angeles Community College District,185,
California,Los Angeles,2021-05-26,Los Angeles,Loyola Marymount University,86,52.0
California,San Mateo,2021-05-26,Atherton,Menlo College,21,11.0
California,Alameda,2021-05-26,Oakland,Mills College,5,1.0
California,San Diego,2021-05-26,Oceanside,MiraCosta College,55,43.0
California,Stanislaus,2021-05-26,Modesto,Modesto Junior College,0,
California,Monterey,2021-05-26,Monterey,Naval Postgraduate School,0,
California,San Mateo,2021-05-26,Belmont,Notre Dame de Namur University,0,
California,Los Angeles,2021-05-26,Los Angeles,Occidental College,38,18.0
California,Los Angeles,2021-05-26,Malibu,Pepperdine University,151,115.0
California,Los Angeles,2021-05-26,Claremont,Pitzer College,1,0.0
California,San Diego,2021-05-26,San Diego,Point Loma Nazarene University,298,208.0
California,Los Angeles,2021-05-26,Claremont,Pomona College,25,9.0
California,Los Angeles,2021-05-26,Whittier,Rio Hondo College,83,30.0
California,Contra Costa,2021-05-26,Moraga,Saint Mary's College of California,77,62.0
California,San Diego,2021-05-26,San Diego,San Diego City College,141,91.0
California,San Diego,2021-05-26,San Diego,San Diego Mesa College,140,65.0
California,San Diego,2021-05-26,San Diego,San Diego Miramar College,88,60.0
California,San Diego,2021-05-26,San Diego,San Diego State University System,2336,276.0
California,San Francisco,2021-05-26,San Francisco,San Francisco State University,24,14.0
California,Santa Clara,2021-05-26,San Jose,San Jose State University,212,115.0
California,Orange,2021-05-26,Santa Ana,Santa Ana College,37,12.0
California,Santa Clara,2021-05-26,Santa Clara,Santa Clara University,321,226.0
California,Los Angeles,2021-05-26,Santa Monica,Santa Monica College,11,6.0
California,Orange,2021-05-26,Orange,Santiago Canyon College,14,6.0
California,Los Angeles,2021-05-26,Claremont,Scripps College,4,
California,Shasta,2021-05-26,Redding,Shasta College,69,32.0
California,San Mateo,2021-05-26,San Bruno,Skyline College,1,
California,Solano,2021-05-26,Fairfield,Solano Community College,0,0.0
California,Sonoma,2021-05-26,Ronhert Park,Sonoma State University,20,11.0
California,San Diego,2021-05-26,Chula Vista,Southwestern College,24,10.0
California,Santa Clara,2021-05-26,Stanford,Stanford University,487,245.0
California,San Joaquin,2021-05-26,Stockton,Teachers College of San Joaquin,0,
California,Alameda,2021-05-26,Berkeley,"University of California, Berkeley",1095,679.0
California,Yolo,2021-05-26,Davis,"University of California, Davis",678,555.0
California,San Francisco,2021-05-26,San Francisco,"University of California, Hastings College of Law",11,0.0
California,Orange,2021-05-26,Irvine ,"University of California, Irvine",617,276.0
California,Los Angeles,2021-05-26,Los Angeles,"University of California, Los Angeles",3119,1461.0
California,Merced,2021-05-26,Merced,"University of California, Merced",124,63.0
California,Riverside,2021-05-26,Riverside,"University of California, Riverside",433,178.0
California,San Diego,2021-05-26,San Diego,"University of California, San Diego",1543,635.0
California,San Francisco,2021-05-26,San Francisco,"University of California, San Francisco",697,317.0
California,Santa Barbara,2021-05-26,Santa Barbara,"University of California, Santa Barbara",269,236.0
California,Santa Cruz,2021-05-26,Santa Cruz,"University of California, Santa Cruz",228,121.0
California,Los Angeles,2021-05-26,La Verne,University of La Verne,5,5.0
California,San Bernardino,2021-05-26,Redlands,University of Redlands,58,46.0
California,San Diego,2021-05-26,San Diego,University of San Diego,717,483.0
California,San Francisco,2021-05-26,San Francisco,University of San Francisco,34,14.0
California,Los Angeles,2021-05-26,Los Angeles,University of Southern California,1936,1128.0
California,San Joaquin,2021-05-26,Stockton,University of the Pacific,80,42.0
California,Santa Barbara,2021-05-26,Santa Barbara,Westmont College,99,88.0
California,Los Angeles,2021-05-26,Whittier,Whittier College,8,6.0
Colorado,Alamosa,2021-05-26,Alamosa,Adams State University,176,68.0
Colorado,Arapahoe,2021-05-26,Littleton,Arapahoe Community College,104,24.0
Colorado,Jefferson,2021-05-26,Lakewood,Colorado Christian University,241,132.0
Colorado,El Paso,2021-05-26,Colorado Springs,Colorado College,222,155.0
Colorado,Mesa,2021-05-26,Grand Junction,Colorado Mesa University,1243,393.0
Colorado,Garfield,2021-05-26,Glenwood Springs,Colorado Mountain College Glenwood Springs,88,43.0
Colorado,Jefferson,2021-05-26,Golden,Colorado School of Mines,892,503.0
Colorado,Larimer,2021-05-26,Fort Collins,Colorado State University,3141,1446.0
Colorado,Pueblo,2021-05-26,Pueblo,Colorado State University-Pueblo,328,111.0
Colorado,Arapahoe,2021-05-26,Aurora,Community College of Aurora,38,
Colorado,Denver,2021-05-26,Denver,Community College of Denver,107,
Colorado,La Plata,2021-05-26,Durango,Fort Lewis College,331,145.0
Colorado,Adams,2021-05-26,Westminster,Front Range Community College,70,24.0
Colorado,Denver,2021-05-26,Denver,Johnson & Wales University-Denver,16,8.0
Colorado,Prowers,2021-05-26,Lamar,Lamar Community College,0,
Colorado,Denver,2021-05-26,Denver,Metropolitan State University of Denver,240,82.0
Colorado,Morgan,2021-05-26,Fort Morgan,Morgan Community College,17,4.0
Colorado,Logan,2021-05-26,Sterling,Northeastern Junior College,144,40.0
Colorado,Otero,2021-05-26,La Junta,Otero Junior College,35,4.0
Colorado,El Paso,2021-05-26,Colorado Springs,Pikes Peak Community College,192,147.0
Colorado,Pueblo,2021-05-26,Pueblo,Pueblo Community College,124,51.0
Colorado,Jefferson,2021-05-26,Lakewood,Red Rocks Community College,0,
Colorado,Denver,2021-05-26,Denver,Regis University,281,104.0
Colorado,Las Animas,2021-05-26,Trinidad,Trinidad State Junior College,60,23.0
Colorado,El Paso,2021-05-26,Air Force Academy,United States Air Force Academy,2,
Colorado,Boulder,2021-05-26,Boulder,University of Colorado Boulder,3725,1205.0
Colorado,El Paso,2021-05-26,Colorado Springs,University of Colorado Colorado Springs,365,112.0
Colorado,Adams,2021-05-26,Aurora,University of Colorado Denver and Anschutz Medical Campus,263,153.0
Colorado,Denver,2021-05-26,Denver,University of Denver,1310,547.0
Colorado,Weld,2021-05-26,Greeley,University of Northern Colorado,710,297.0
Colorado,Gunnison,2021-05-26,Gunnison,Western Colorado University,182,63.0
Connecticut,New Haven,2021-05-26,New Haven,Albertus Magnus College,113,64.0
Connecticut,Hartford,2021-05-26,New Britain,Central Connecticut State University,332,171.0
Connecticut,New London,2021-05-26,New London,Connecticut College,109,25.0
Connecticut,Windham,2021-05-26,Windham,Eastern Connecticut State University,296,148.0
Connecticut,Fairfield,2021-05-26,Fairfield,Fairfield University,925,284.0
Connecticut,New London,2021-05-26,New London,Mitchell College,79,54.0
Connecticut,New Haven,2021-05-26,Waterbury,Post University,0,
Connecticut,New Haven,2021-05-26,Hamden,Quinnipiac University,1033,501.0
Connecticut,Fairfield,2021-05-26,Fairfield,Sacred Heart University,1244,420.0
Connecticut,New Haven,2021-05-26,New Haven,Southern Connecticut State University,433,258.0
Connecticut,Hartford,2021-05-26,Hartford,Trinity College,272,137.0
Connecticut,Hartford,2021-05-26,Farmington,Tunxis Community College,25,11.0
Connecticut,New London,2021-05-26,New London,United States Coast Guard Academy,40,
Connecticut,Fairfield,2021-05-26,Bridgeport,University of Bridgeport,153,87.0
Connecticut,Tolland,2021-05-26,Storrs,University of Connecticut,1673,841.0
Connecticut,Hartford,2021-05-26,West Hartford,University of Hartford,358,240.0
Connecticut,New Haven,2021-05-26,West Haven,University of New Haven,491,301.0
Connecticut,Hartford,2021-05-26,West Hartford,University of Saint Joseph,35,18.0
Connecticut,Middlesex,2021-05-26,Middletown,Wesleyan University,136,75.0
Connecticut,Fairfield,2021-05-26,Danbury,Western Connecticut State University,284,207.0
Connecticut,New Haven,2021-05-26,New Haven,Yale University,912,516.0
Delaware,Kent,2021-05-26,Dover,Delaware State University,280,137.0
Delaware,Kent,2021-05-26,Dover,Delaware Technical Community College Dover ,99,54.0
Delaware,Sussex,2021-05-26,Georgetown,Delaware Technical Community College Georgetown,146,72.0
Delaware,New Castle,2021-05-26,Stanton,Delaware Technical Community College Stanton,181,106.0
Delaware,New Castle,2021-05-26,Wilmington,Goldey-Beacom College,115,76.0
Delaware,New Castle,2021-05-26,Newark,University of Delaware,2328,1455.0
Delaware,Kent,2021-05-26,Dover,Wesley College,115,89.0
Delaware,New Castle,2021-05-26,New Castle,Wilmington University,0,
Florida,Orange,2021-05-26,Orlando,AdventHealth University,4,
Florida,Pinellas,2021-05-26,Largo,American Institute of Beauty,0,
Florida,Broward,2021-05-26,Coconut Creek,Atlantic Technical College,40,
Florida,Miami-Dade,2021-05-26,Miami,Atlantis University,1,
Florida,Collier,2021-05-26,Ave Maria,Ave Maria University,37,
Florida,Broward,2021-05-26,Davie,Aveda Institute-South Florida,1,
Florida,Leon,2021-05-26,Tallahassee,Aveda Institute-Tallahassee,1,
Florida,Seminole,2021-05-26,Casselberry,Aviation Institute of Maintenance-Orlando,1,
Florida,Miami-Dade,2021-05-26,Miami,Barry University,131,
Florida,Pasco,2021-05-26,New Port Richey,Bene's Career Academy,4,3.0
Florida,Volusia,2021-05-26,Daytona Beach,Bethune-Cookman University,76,
Florida,Taylor,2021-05-26,Perry,Big Bend Technical College,14,
Florida,Broward,2021-05-26,Fort Lauderdale,Broward College,129,76.0
Florida,Charlotte,2021-05-26,Port Charlotte,Charlotte Technical College,27,9.0
Florida,Jackson,2021-05-26,Marianna,Chipola College,31,
Florida,Alachua,2021-05-26,Gainesville,City College at Gainesville,0,
Florida,Marion,2021-05-26,Ocala,College of Central Florida,96,40.0
Florida,Broward,2021-05-26,Miramar,Concorde Career Institute-Miramar,3,
Florida,Orange,2021-05-26,Maitland,Cortiva Institute-Maitland,1,
Florida,Volusia,2021-05-26,Daytona Beach,Daytona State College,399,268.0
Florida,Brevard,2021-05-26,Cocoa ,Eastern Florida State College,220,148.0
Florida,Pinellas,2021-05-26,Saint Petersburg,Eckerd College,61,40.0
Florida,Duval,2021-05-26,Jacksonville,Edward Waters College,25,
Florida,Volusia,2021-05-26,Daytona Beach,Embry-Riddle Aeronautical University at Daytona Beach,575,299.0
Florida,Hillsborough,2021-05-26,Tampa,Erwin Technical College,28,
Florida,Palm Beach,2021-05-26,Boca Raton,Everglades University,3,
Florida,St. Johns,2021-05-26,St. Augustine,First Coast Technical College,10,
Florida,St. Johns,2021-05-26,St. Augustine,Flagler College,252,133.0
Florida,Flagler,2021-05-26,Palm Coast,Flagler Technical College,18,
Florida,Leon,2021-05-26,Tallahassee,Florida A&M University,574,277.0
Florida,Palm Beach,2021-05-26,Boca Raton,Florida Atlantic University,754,375.0
Florida,Hillsborough,2021-05-26,Tampa,Florida Career College at Tampa,7,
Florida,Hillsborough,2021-05-26,Temple Terrace,Florida College,80,
Florida,Columbia,2021-05-26,Lake City,Florida Gateway College,21,
Florida,Lee,2021-05-26,Fort Myers,Florida Gulf Coast University,935,407.0
Florida,Orange,2021-05-26,Orlando,Florida Institute of Recording Sound and Technology,1,
Florida,Brevard,2021-05-26,Melbourne,Florida Institute of Technology,302,141.0
Florida,Miami-Dade,2021-05-26,Miami,Florida International University,600,296.0
Florida,Miami-Dade,2021-05-26,Miami Gardens,Florida Memorial University,146,17.0
Florida,Miami-Dade,2021-05-26,Hialeah,Florida National University,23,
Florida,Polk,2021-05-26,Lakeland,Florida Polytechnic University,39,28.0
Florida,Lee,2021-05-26,Fort Myers,Florida SouthWestern State College,92,42.0
Florida,Polk,2021-05-26,Lakeland,Florida Southern College,380,265.0
Florida,Duval,2021-05-26,Jacksonville,Florida State College at Jacksonville,76,30.0
Florida,Leon,2021-05-26,Tallahassee,Florida State University,2427,523.0
Florida,Orange,2021-05-26,Orlando,Florida Technical College,4,
Florida,Lee,2021-05-26,Fort Myers,Fort Myers Technical College,14,
Florida,St. Lucie,2021-05-26,Port Saint Lucie,Fortis Institute at Port Saint Lucie,2,
Florida,Pasco,2021-05-26,New Port Richey,Fred K. Marchman Technical College,25,
Florida,Orange,2021-05-26,Winter Park,Full Sail University,11,10.0
Florida,Gadsden,2021-05-26,Quincy,Gadsden Technical Institute,9,3.0
Florida,Escambia,2021-05-26,Pensacola,George Stone Technical College,2,
Florida,Bay,2021-05-26,Panama City,Gulf Coast State College,60,
Florida,Orange,2021-05-26,Orlando,Gwinnett Institute,0,
Florida,Palm Beach,2021-05-26,West Palm Beach,HCI College,4,
Florida,Broward,2021-05-26,Fort Lauderdale,HCI College at Fort Lauderdale,4,
Florida,Hillsborough,2021-05-26,Tampa,Hillsborough Community College,441,253.0
Florida,Collier,2021-05-26,Immokalee,Immokalee Technical College,15,10.0
Florida,St. Lucie,2021-05-26,Fort Pierce,Indian River State College,379,303.0
Florida,Duval,2021-05-26,Jacksonville,Jacksonville University,305,144.0
Florida,Miami-Dade,2021-05-26,North Miami,Johnson & Wales University-North Miami,2,2.0
Florida,Palm Beach,2021-05-26,West Palm Beach,Keiser University Flagship,25,
Florida,Lee,2021-05-26,Fort Myers,Keiser University at Fort Myers,1,
Florida,Duval,2021-05-26,Jacksonville,Keiser University at Jacksonville,2,
Florida,Polk,2021-05-26,Lakeland,Keiser University at Lakeland,8,
Florida,Brevard,2021-05-26,Melbourne,Keiser University at Melbourne,6,
Florida,Duval,2021-05-26,Sarasota,Keiser University at Sarasota,5,
Florida,Leon,2021-05-26,Tallahassee,Keiser University at Tallahassee,6,
Florida,Palm Beach,2021-05-26,West Palm Beach,Keiser University at West Palm Beach,27,
Florida,Volusia,2021-05-26,Daytona Beach,Keiser University-Daytona,5,
Florida,St. Lucie,2021-05-26,Port St. Lucie,Keiser University-Port St Lucie,12,
Florida,Lake,2021-05-26,Eustis,Lake Technical College,36,26.0
Florida,Lake,2021-05-26,Leesburg,Lake-Sumter State College,5,
Florida,Miami-Dade,2021-05-26,Miami,Lindsey Hopkins Technical College,3,
Florida,Leon,2021-05-26,Tallahassee,Lively Technical College,17,
Florida,Pinellas,2021-05-26,Saint Petersburg,Loraines Academy & Spa,1,
Florida,Collier,2021-05-26,Naples,Lorenzo Walker Technical College,14,
Florida,Palm Beach,2021-05-26,Boca Raton,Lynn University,112,
Florida,Marion,2021-05-26,Ocala,Marion Technical College,11,
Florida,Sarasota,2021-05-26,Sarasota,Meridian College,1,
Florida,Miami-Dade,2021-05-26,Miami,Miami Dade College,71,
Florida,Miami-Dade,2021-05-26,Miami,Miami International University of Art and Design,3,
Florida,Sarasota,2021-05-26,Sarasota,New College of Florida,36,10.0
Florida,Madison,2021-05-26,Madison,North Florida College,35,17.0
Florida,Okaloosa,2021-05-26,Niceville,Northwest Florida State College,71,31.0
Florida,Miami-Dade,2021-05-26,Miami,Nouvelle Institute,0,
Florida,Broward,2021-05-26,Fort Lauderdale,Nova Southeastern University,175,96.0
Florida,Okaloosa,2021-05-26,Fort Walton Beach,Okaloosa Technical College,29,
Florida,Orange,2021-05-26,Orlando,Orange Technical College Mid Florida Campus,7,
Florida,Orange,2021-05-26,Orlando,Orange Technical College Orlando Campus,14,11.0
Florida,Orange,2021-05-26,Winter Garden,Orange Technical College Westside Campus,6,
Florida,Orange,2021-05-26,Winter Park,Orange Technical College Winter Park Campus,4,
Florida,Palm Beach,2021-05-26,West Palm Beach,Palm Beach Atlantic University,263,203.0
Florida,Palm Beach,2021-05-26,Lake Worth,Palm Beach State College,149,71.0
Florida,Pasco,2021-05-26,New Port Richey,Pasco-Hernando State College,88,46.0
Florida,Duval,2021-05-26,Jacksonville,Paul Mitchell the School-Jacksonville,0,
Florida,Escambia,2021-05-26,Pensacola,Pensacola State College,458,175.0
Florida,Pinellas,2021-05-26,St. Petersburg,Pinellas Technical College-St. Petersburg,40,30.0
Florida,Polk,2021-05-26,Winter Haven,Polk State College,91,43.0
Florida,Miami-Dade,2021-05-26,Miami,Praxis Institute,0,
Florida,Santa Rosa,2021-05-26,Milton,Radford M Locklin Technical College,3,
Florida,Lee,2021-05-26,Fort Myers,Rasmussen College at Fort Myers,1,
Florida,Polk,2021-05-26,Winter Haven,Ridge Technical College,8,
Florida,Suwannee,2021-05-26,Live Oak,Riveroak Technical College,6,
Florida,Orange,2021-05-26,Winter Park,Rollins College,262,189.0
Florida,Pasco,2021-05-26,Saint Leo,Saint Leo University,238,186.0
Florida,Alachua,2021-05-26,Gainesville,Santa Fe College,72,47.0
Florida,Seminole,2021-05-26,Sanford,Seminole State College of Florida,184,145.0
Florida,Broward,2021-05-26,Hollywood,Sheridan Technical College,60,
Florida,Broward,2021-05-26,Deerfield Beach,South Florida Bible College and Theological Seminary,1,
Florida,Highlands,2021-05-26,Avon Park,South Florida State College,126,60.0
Florida,Palm Beach,2021-05-26,West Palm Beach,Southeastern College at West Palm Beach,4,
Florida,Polk,2021-05-26,Lakeland,Southeastern University,101,
Florida,Putnam,2021-05-26,Palatka,St. Johns River State College,42,
Florida,Pinellas,2021-05-26,St. Petersburg,St. Petersburg College,227,132.0
Florida,Miami-Dade,2021-05-26,Miami Gardens,St. Thomas University,111,76.0
Florida,Manatee,2021-05-26,Bradenton,"State College of Florida, Manatee-Sarasota",202,84.0
Florida,Volusia,2021-05-26,DeLand,Stetson University,505,252.0
Florida,Broward,2021-05-26,Fort Lauderdale,Strayer University at Fort Lauderdale,0,
Florida,Sarasota,2021-05-26,Sarasota,Suncoast Technical College,26,
Florida,Duval,2021-05-26,Jacksonville,Sunstate Academy-Jones Technical Institute,0,
Florida,Leon,2021-05-26,Tallahassee,Tallahassee Community College,192,59.0
Florida,Monroe,2021-05-26,Key West,The College of the Florida Keys,6,
Florida,Polk,2021-05-26,Lakeland,Traviss Technical College,1,
Florida,Pasco,2021-05-26,Trinity,Trinity College of Florida,13,
Florida,Orange,2021-05-26,Orlando,Universal Technical Institute Orlando,2,
Florida,Orange,2021-05-26,Orlando,University of Central Florida,4327,1449.0
Florida,Alachua,2021-05-26,Gainesville,University of Florida,9914,3158.0
Florida,Broward,2021-05-26,Lauderhill,University of Fort Lauderdale,3,
Florida,Miami-Dade,2021-05-26,Miami,University of Miami,3097,1588.0
Florida,Duval,2021-05-26,Jacksonville,University of North Florida,708,296.0
Florida,Hillsborough,2021-05-26,Tampa,University of South Florida,1490,517.0
Florida,Sarasota,2021-05-26,Sarasota,University of South Florida Sarasota-Manatee ,26,12.0
Florida,Pinellas,2021-05-26,St. Petersburg,University of South Florida St. Petersburg,76,44.0
Florida,Hillsborough,2021-05-26,Tampa,University of Tampa,1068,244.0
Florida,Escambia,2021-05-26,Pensacola,University of West Florida,410,148.0
Florida,Orange,2021-05-26,Orlando,Valencia College,160,94.0
Florida,Polk,2021-05-26,Lake Wales,Warner University,12,
Florida,Polk,2021-05-26,Babson Park,Webber International University,31,
Florida,Broward,2021-05-26,Davie,William T. McFatter Technical College,21,
Florida,Citrus,2021-05-26,Inverness,Withlacoochee Technical College,4,
Georgia,Tift,2021-05-26,Tifton,Abraham Baldwin Agricultural College,267,102.0
Georgia,DeKalb,2021-05-26,Decatur,Agnes Scott College,17,14.0
Georgia,Dougherty,2021-05-26,Albany,Albany State University,250,101.0
Georgia,Fulton,2021-05-26,Atlanta,Atlanta Metropolitan State College,2,2.0
Georgia,Richmond,2021-05-26,Augusta,Augusta University,806,385.0
Georgia,Floyd,2021-05-26,Mount Berry,Berry College,350,98.0
Georgia,Hall,2021-05-26,Gainesville,Brenau University,83,23.0
