state,county,date,city,college,cases,cases_2021
Massachusetts,Middlesex,2021-05-26,Newton Centre,Hebrew College,1,0.0
Massachusetts,Middlesex,2021-05-26,Newton,Lasell University,91,51.0
Massachusetts,Middlesex,2021-05-26,Cambridge,Lesley University,0,0.0
Massachusetts,Suffolk,2021-05-26,Boston,Massachusetts College of Art and Design,86,51.0
Massachusetts,Berkshire,2021-05-26,North Adams,Massachusetts College of Liberal Arts,45,34.0
Massachusetts,Suffolk,2021-05-26,Boston,Massachusetts College of Pharmacy and Health Sciences,478,
Massachusetts,Middlesex,2021-05-26,Cambridge,Massachusetts Institute of Technology,1046,629.0
Massachusetts,Barnstable,2021-05-26,Buzzards Bay,Massachusetts Maritime Academy,60,40.0
Massachusetts,Essex,2021-05-26,North Andover,Merrimack College,430,186.0
Massachusetts,Hampshire,2021-05-26,South Hadley,Mount Holyoke College,47,38.0
Massachusetts,Worcester,2021-05-26,Dudley,Nichols College,150,122.0
Massachusetts,Suffolk,2021-05-26,Boston,Northeastern University,1928,1174.0
Massachusetts,Suffolk,2021-05-26,Chestnut Hill,Pine Manor College,0,
Massachusetts,Middlesex,2021-05-26,Weston,Regis College,68,60.0
Massachusetts,Essex,2021-05-26,Salem,Salem State University,122,76.0
Massachusetts,Suffolk,2021-05-26,Boston,Simmons University,21,8.0
Massachusetts,Hampshire,2021-05-26,Northampton,Smith College,43,38.0
Massachusetts,Hampden,2021-05-26,Springfield,Springfield College,328,261.0
Massachusetts,Bristol,2021-05-26,Easton,Stonehill College,260,224.0
Massachusetts,Suffolk,2021-05-26,Boston,Suffolk University,313,171.0
Massachusetts,Middlesex,2021-05-26,Medford,Tufts University,788,463.0
Massachusetts,Hampshire,2021-05-26,Amherst,University of Massachusetts Amherst,2567,1990.0
Massachusetts,Suffolk,2021-05-26,Boston,University of Massachusetts Boston,98,53.0
Massachusetts,Bristol,2021-05-26,Dartmouth,University of Massachusetts Dartmouth,303,152.0
Massachusetts,Middlesex,2021-05-26,Lowell,University of Massachusetts Lowell,170,132.0
Massachusetts,Worcester,2021-05-26,Worcester,University of Massachusetts Medical School,153,52.0
Massachusetts,Norfolk,2021-05-26,Wellesley,Wellesley College,48,28.0
Massachusetts,Suffolk,2021-05-26,Boston,Wentworth Institute of Technology,269,149.0
Massachusetts,Hampden,2021-05-26,Springfield,Western New England University,405,343.0
Massachusetts,Hampden,2021-05-26,Westfield,Westfield State University,236,110.0
Massachusetts,Bristol,2021-05-26,Norton,Wheaton College,99,76.0
Massachusetts,Berkshire,2021-05-26,Williamstown,Williams College,58,40.0
Massachusetts,Worcester,2021-05-26,Worcester,Worcester Polytechnic Institute,260,177.0
Massachusetts,Worcester,2021-05-26,Worcester,Worcester State University,203,141.0
Michigan,Lenawee,2021-05-26,Adrian,Adrian College,484,152.0
Michigan,Calhoun,2021-05-26,Albion,Albion College,189,126.0
Michigan,Gratiot,2021-05-26,Alma,Alma College,279,107.0
Michigan,Alpena,2021-05-26,Alpena,Alpena Community College,25,14.0
Michigan,Berrien,2021-05-26,Berrien Springs,Andrews University,200,110.0
Michigan,Kent,2021-05-26,Grand Rapids,Aquinas College,151,67.0
Michigan,Delta,2021-05-26,Escanaba,Bay College,14,
Michigan,Chippewa,2021-05-26,Brimley,Bay Mills Community College,1,
Michigan,Kent,2021-05-26,Grand Rapids,Calvin University,649,351.0
Michigan,Isabella,2021-05-26,Mount Pleasant,Central Michigan University,1156,437.0
Michigan,Livingston,2021-05-26,Howell,Cleary University,7,
Michigan,Washtenaw,2021-05-26,Ann Arbor,Concordia University Ann Arbor,61,19.0
Michigan,Kent,2021-05-26,Grand Rapids,Cornerstone University,18,
Michigan,Kent,2021-05-26,Grand Rapids,Davenport University,72,54.0
Michigan,Washtenaw,2021-05-26,Ypsilanti,Eastern Michigan University,901,505.0
Michigan,Mecosta,2021-05-26,Big Rapids,Ferris State University,767,221.0
Michigan,Houghton,2021-05-26,Hancock,Finlandia University,77,10.0
Michigan,St. Joseph,2021-05-26,Centreville,Glen Oaks Community College,42,
Michigan,Kent,2021-05-26,Grand Rapids,Grand Rapids Community College,212,69.0
Michigan,Ottawa,2021-05-26,Allendale,Grand Valley State University,3285,1278.0
Michigan,Eaton,2021-05-26,Lansing,Great Lakes Christian College,19,1.0
Michigan,Wayne,2021-05-26,Dearborn,Henry Ford College,0,
Michigan,Hillsdale,2021-05-26,Hillsdale,Hillsdale College,340,104.0
Michigan,Ottawa,2021-05-26,Holland,Hope College,542,360.0
Michigan,Jackson,2021-05-26,Jackson,Jackson College,36,28.0
Michigan,Kalamazoo,2021-05-26,Kalamazoo,Kalamazoo College,114,43.0
Michigan,Genesee,2021-05-26,Flint,Kettering University,103,56.0
Michigan,Kent,2021-05-26,Grand Rapids,Kuyper College,6,
Michigan,Berrien,2021-05-26,Benton Harbor,Lake Michigan College,45,12.0
Michigan,Chippewa,2021-05-26,Sault Ste. Marie,Lake Superior State University,165,107.0
Michigan,Oakland,2021-05-26,Southfield,Lawrence Technological University,157,95.0
Michigan,Wayne,2021-05-26,Livonia,Madonna University,317,175.0
Michigan,Ingham,2021-05-26,East Lansing,Michigan State University,4312,1727.0
Michigan,Houghton,2021-05-26,Houghton,Michigan Technological University,496,194.0
Michigan,Clare,2021-05-26,Harrison,Mid Michigan College,76,38.0
Michigan,Genesee,2021-05-26,Flint,Mott Community College,13,1.0
Michigan,Marquette,2021-05-26,Marquette,Northern Michigan University,441,159.0
Michigan,Grand Traverse,2021-05-26,Traverse City,Northwestern Michigan College,39,23.0
Michigan,Midland,2021-05-26,Midland,Northwood University,171,39.0
Michigan,Oakland,2021-05-26,Rochester,Oakland University,628,306.0
Michigan,Eaton,2021-05-26,Olivet,Olivet College,155,42.0
Michigan,Oakland,2021-05-26,Rochester Hills,Rochester University,92,55.0
Michigan,Bay,2021-05-26,University Center,Saginaw Valley State University,589,247.0
Michigan,Wayne,2021-05-26,Livonia,Schoolcraft College,186,103.0
Michigan,Lenawee,2021-05-26,Adrian,Siena Heights University,162,97.0
Michigan,Jackson,2021-05-26,Spring Arbor,Spring Arbor University,217,116.0
Michigan,Wayne,2021-05-26,Detroit,University of Detroit Mercy,304,107.0
Michigan,Washtenaw,2021-05-26,Ann Arbor,University of Michigan,6116,2873.0
Michigan,Wayne,2021-05-26,Dearborn,University of Michigan-Dearborn,54,37.0
Michigan,Genesee,2021-05-26,Flint,University of Michigan-Flint,68,20.0
Michigan,Washtenaw,2021-05-26,Ann Arbor,Washtenaw Community College,2,
Michigan,Wayne,2021-05-26,Detroit,Wayne State University,643,228.0
Michigan,Kalamazoo,2021-05-26,Kalamazoo,Western Michigan University,1583,357.0
Minnesota,Douglas,2021-05-26,Alexandria,Alexandria Technical & Community College,131,36.0
Minnesota,Anoka,2021-05-26,Anoka,Anoka Technical College,79,32.0
Minnesota,Anoka,2021-05-26,Coon Rapids,Anoka-Ramsey Community College,257,97.0
Minnesota,Hennepin,2021-05-26,Minneapolis,Augsburg University,253,102.0
Minnesota,Beltrami,2021-05-26,Bemidji,Bemidji State University,375,
Minnesota,Blue Earth,2021-05-26,Mankato,Bethany Lutheran College,105,36.0
Minnesota,Ramsey,2021-05-26,Saint Paul,Bethel University,568,190.0
Minnesota,Rice,2021-05-26,Northfield,Carleton College,90,50.0
Minnesota,Crow Wing,2021-05-26,Brainerd,Central Lakes College-Brainerd,186,56.0
Minnesota,Wadena,2021-05-26,Staples,Central Lakes College-Staples,24,5.0
Minnesota,Ramsey,2021-05-26,White Bear Lake,Century College,277,116.0
Minnesota,Stearns,2021-05-26,St. Joseph,College of Saint Benedict and Saint John's University,866,192.0
Minnesota,Clay,2021-05-26,Moorhead,Concordia College at Moorhead,341,66.0
Minnesota,Ramsey,2021-05-26,St. Paul,"Concordia University, St. Paul",263,93.0
Minnesota,Hennepin,2021-05-26,Saint Bonifacius,Crown College,12,
Minnesota,Dakota,2021-05-26,Rosemount,Dakota County Technical College,98,52.0
Minnesota,Carlton,2021-05-26,Cloquet,Fond du Lac Tribal and Community College,17,1.0
Minnesota,Nicollet,2021-05-26,Saint Peter,Gustavus Adolphus College,300,109.0
Minnesota,Ramsey,2021-05-26,St. Paul,Hamline University,206,
Minnesota,Hennepin,2021-05-26,Brooklyn Park,Hennepin Technical College,87,21.0
Minnesota,St. Louis,2021-05-26,Hibbing,Hibbing Community College,54,18.0
Minnesota,Dakota,2021-05-26,Inver Grove Heights,Inver Hills Community College,105,68.0
Minnesota,Itasca,2021-05-26,Grand Rapids,Itasca Community College,31,14.0
Minnesota,St. Louis,2021-05-26,Duluth,Lake Superior College,155,42.0
Minnesota,Ramsey,2021-05-26,St. Paul,Macalester College,80,31.0
Minnesota,Brown,2021-05-26,New Ulm,Martin Luther College,133,
Minnesota,St. Louis,2021-05-26,Virginia,Mesabi Range College,75,31.0
Minnesota,St. Louis,2021-05-26,Eveleth,Mesabi Range College,0,
Minnesota,Ramsey,2021-05-26,Saint Paul,Metropolitan State University,309,137.0
Minnesota,Hennepin,2021-05-26,Minneapolis,Minneapolis Community and Technical College,235,92.0
Minnesota,Winona,2021-05-26,Winona,Minnesota State College Southeast,93,15.0
Minnesota,Otter Tail,2021-05-26,Fergus Falls,Minnesota State Community and Technical College,191,38.0
Minnesota,Clay,2021-05-26,Moorhead,Minnesota State University Moorhead,349,77.0
Minnesota,Blue Earth,2021-05-26,Mankato,"Minnesota State University, Mankato",649,168.0
Minnesota,Yellow Medicine,2021-05-26,Granite Falls,Minnesota West Community and Technical College,93,32.0
Minnesota,Hennepin,2021-05-26,Bloomington,Normandale Community College,39,10.0
Minnesota,Hennepin,2021-05-26,Minneapolis,North Central University,0,
Minnesota,Hennepin,2021-05-26,Brooklyn Park,North Hennepin Community College,122,73.0
Minnesota,Pennington,2021-05-26,Thief River Falls,Northland Community and Technical College,173,34.0
Minnesota,Beltrami,2021-05-26,Bemidji,Northwest Technical College,38,12.0
Minnesota,Pine,2021-05-26,Pine City,Pine Technical & Community College,33,13.0
Minnesota,Koochiching,2021-05-26,International Falls,Rainy River Community College,6,5.0
Minnesota,Kandiyohi,2021-05-26,Willmar,Ridgewater College,145,27.0
Minnesota,Mower,2021-05-26,Austin,Riverland Community College,59,22.0
Minnesota,Olmsted,2021-05-26,Rochester,Rochester Community and Technical College,198,75.0
Minnesota,Winona,2021-05-26,Winona,Saint Mary's University of Minnesota,147,32.0
Minnesota,Nicollet,2021-05-26,North Mankato,South Central College,113,55.0
Minnesota,Lyon,2021-05-26,Marshall,Southwest Minnesota State University,246,63.0
Minnesota,Ramsey,2021-05-26,St. Paul,St. Catherine University,237,29.0
Minnesota,Stearns,2021-05-26,St. Cloud,St. Cloud State University,677,206.0
Minnesota,Stearns,2021-05-26,St. Cloud,St. Cloud Technical and Community College,132,66.0
Minnesota,Rice,2021-05-26,Northfield,St. Olaf College,282,158.0
Minnesota,Ramsey,2021-05-26,St. Paul,St. Paul College,164,74.0
Minnesota,St. Louis,2021-05-26,Duluth,The College of Saint Scholastica,212,60.0
Minnesota,Polk,2021-05-26,Crookston,University of Minnesota Crookston,2,
Minnesota,St. Louis,2021-05-26,Duluth,University of Minnesota Duluth,727,214.0
Minnesota,Stevens,2021-05-26,Morris,University of Minnesota Morris,115,25.0
Minnesota,Olmsted,2021-05-26,Rochester,University of Minnesota Rochester,5,
Minnesota,Hennepin,2021-05-26,Minneapolis,University of Minnesota Twin Cities,1920,319.0
Minnesota,Ramsey,2021-05-26,St. Paul,"University of Northwestern, St. Paul",146,20.0
Minnesota,Ramsey,2021-05-26,St. Paul,University of St. Thomas,1065,270.0
Minnesota,St. Louis,2021-05-26,Ely,Vermilion Community College,20,7.0
Minnesota,Winona,2021-05-26,Winona,Winona State University,727,94.0
Mississippi,Jefferson,2021-05-26,Lorman,Alcorn State University,203,63.0
Mississippi,Hinds,2021-05-26,Jackson,Belhaven University,146,33.0
Mississippi,Bolivar,2021-05-26,Cleveland,Delta State University,263,79.0
Mississippi,Hinds,2021-05-26,Jackson,Jackson State University,236,177.0
Mississippi,Hinds,2021-05-26,Jackson,Millsaps College,100,34.0
Mississippi,Hinds,2021-05-26,Clinton,Mississippi College,253,75.0
Mississippi,Sunflower,2021-05-26,Moorhead,Mississippi Delta Community College,98,32.0
Mississippi,Oktibbeha,2021-05-26,Mississippi State,Mississippi State University,1195,405.0
Mississippi,Lowndes,2021-05-26,Columbus,Mississippi University for Women,157,53.0
Mississippi,Leflore,2021-05-26,Itta Bena,Mississippi Valley State University,216,92.0
Mississippi,Prentiss,2021-05-26,Booneville,Northeast Mississippi Community College,157,37.0
Mississippi,Marshall,2021-05-26,Holly Springs,Rust College,39,
Mississippi,Lafayette,2021-05-26,Oxford,University of Mississippi,1272,291.0
Mississippi,Hinds,2021-05-26,Jackson,University of Mississippi Medical Center,1114,237.0
Mississippi,Forrest,2021-05-26,Hattiesburg,University of Southern Mississippi,683,154.0
Missouri,Howard,2021-05-26,Fayette,Central Methodist University,388,28.0
Missouri,Taney,2021-05-26,Point Lookout,College of the Ozarks,2,
Missouri,Newton,2021-05-26,Neosho,Crowder College,289,90.0
Missouri,Greene,2021-05-26,Springfield,Drury University,322,65.0
Missouri,Greene,2021-05-26,Springfield,Evangel University,286,73.0
Missouri,St. Louis City,2021-05-26,Saint Louis,Fontbonne University,62,15.0
Missouri,Jackson,2021-05-26,Independence,Graceland University at Independence,17,8.0
Missouri,St. Louis City,2021-05-26,St. Louis,Harris-Stowe State University,55,
Missouri,Kansas City,2021-05-26,Kansas City,Kansas City Art Institute,39,13.0
Missouri,Cole,2021-05-26,Jefferson City,Lincoln University of Missouri,28,14.0
Missouri,St. Charles,2021-05-26,St. Charles,Lindenwood University,377,101.0
Missouri,St. Louis,2021-05-26,St. Louis,Maryville University Saint Louis,217,48.0
Missouri,St. Louis,2021-05-26,St. Louis,Missouri Baptist University,200,66.0
Missouri,Joplin,2021-05-26,Joplin,Missouri Southern State University,335,59.0
Missouri,Greene,2021-05-26,Springfield,Missouri State University,1937,260.0
Missouri,Phelps,2021-05-26,Rolla,Missouri University of Science and Technology,478,118.0
Missouri,Buchanan,2021-05-26,St. Joseph,Missouri Western State University,407,77.0
Missouri,Nodaway,2021-05-26,Maryville,Northwest Missouri State University,881,134.0
Missouri,Greene,2021-05-26,Springfield,Ozarks Technical Community College,898,181.0
Missouri,Kansas City,2021-05-26,Kansas City,Rockhurst University,40,
Missouri,St. Louis City,2021-05-26,St. Louis,Saint Louis University,771,267.0
Missouri,Cape Girardeau,2021-05-26,Cape Girardeau,Southeast Missouri State University,699,31.0
Missouri,Polk,2021-05-26,Bolivar,Southwest Baptist University,281,68.0
Missouri,St. Louis City,2021-05-26,St. Louis,St. Louis College of Pharmacy,110,27.0
Missouri,St. Louis County,2021-05-26,St. Louis,St. Louis Community College,119,
Missouri,Pettis,2021-05-26,Sedalia,State Fair Community College,324,127.0
Missouri,Boone,2021-05-26,Columbia,Stephens College,29,
Missouri,Adair,2021-05-26,Kirksville,Truman State University,521,214.0
Missouri,Johnson,2021-05-26,Warrensburg,University of Central Missouri,891,65.0
Missouri,Boone,2021-05-26,Columbia,University of Missouri,3170,271.0
Missouri,Kansas City,2021-05-26,Kansas City,University of Missouri-Kansas City,418,66.0
Missouri,St. Louis County,2021-05-26,Bellerive Acres,University of Missouri-St. Louis,484,160.0
Missouri,St. Louis County,2021-05-26,St. Louis,Washington University in St. Louis,748,384.0
Missouri,St. Louis City,2021-05-26,Saint Louis,Webster University,84,36.0
Missouri,Callaway,2021-05-26,Fulton,Westminster College,105,
Missouri,Clay,2021-05-26,Liberty,William Jewell College,206,47.0
Missouri,Callaway,2021-05-26,Fulton,William Woods University,72,13.0
Montana,Lewis and Clark,2021-05-26,Helena,Carroll College,211,69.0
Montana,Dawson,2021-05-26,Glendive,Dawson Community College,47,
Montana,Flathead,2021-05-26,Kalispell,Flathead Valley Community College,38,
Montana,Cascade,2021-05-26,Great Falls,Great Falls College Montana State University,9,
Montana,Lewis and Clark,2021-05-26,Helena,Helena College,12,
Montana,Big Horn,2021-05-26,Crow Agency,Little Big Horn College,10,0.0
Montana,Custer,2021-05-26,Miles City,Miles Community College,21,
Montana,Gallatin,2021-05-26,Bozeman,Montana Bible College,1,
Montana,Gallatin,2021-05-26,Bozeman,Montana State University,1952,518.0
Montana,Yellowstone,2021-05-26,Billings,Montana State University Billings,156,
Montana,Hill,2021-05-26,Havre,Montana State University Northern,91,
Montana,Silver Bow,2021-05-26,Butte ,Montana Technological University,296,74.0
Montana,Beaverhead,2021-05-26,Dillon,Pima Medical Institute-Dillon,4,
Montana,Yellowstone,2021-05-26,Billings,Rocky Mountain College,90,19.0
Montana,Lake,2021-05-26,Pablo,Salish Kootenai College,0,
Montana,Hill,2021-05-26,Box Elder,Stone Child College,0,
Montana,Missoula,2021-05-26,Missoula,University of Montana,685,177.0
Montana,Beaverhead,2021-05-26,Dillon,University of Montana Western,168,
Nebraska,Dawes,2021-05-26,Chadron,Chadron State College,240,99.0
Nebraska,Seward,2021-05-26,Seward,"Concordia University, Nebraska",191,59.0
Nebraska,Douglas,2021-05-26,Omaha,Creighton University,1118,310.0
Nebraska,Saline,2021-05-26,Crete,Doane University,195,27.0
Nebraska,Adams,2021-05-26,Hastings,Hastings College,132,29.0
Nebraska,Dodge,2021-05-26,Fremont,Midland University,240,101.0
Nebraska,Lancaster,2021-05-26,Lincoln,Nebraska Wesleyan University,509,128.0
Nebraska,Nemaha,2021-05-26,Peru,Peru State College,200,
Nebraska,Lancaster,2021-05-26,Lincoln,Southeast Community College,552,150.0
Nebraska,Douglas,2021-05-26,Omaha,University of Nebraska Medical Center,380,69.0
Nebraska,Buffalo,2021-05-26,Kearney,University of Nebraska at Kearney,520,87.0
Nebraska,Douglas,2021-05-26,Omaha,University of Nebraska at Omaha,783,265.0
Nebraska,Lancaster,2021-05-26,Lincoln,University of Nebraska-Lincoln,3118,1023.0
Nebraska,Wayne,2021-05-26,Wayne,Wayne State College,366,103.0
Nevada,Clark,2021-05-26,Las Vegas,College of Southern Nevada,440,111.0
Nevada,Elko,2021-05-26,Elko,Great Basin College,43,9.0
Nevada,Clark,2021-05-26,Henderson,Nevada State College,48,10.0
Nevada,Washoe,2021-05-26,Reno,Truckee Meadows Community College,58,10.0
Nevada,Clark,2021-05-26,Las Vegas,"University of Nevada, Las Vegas",719,212.0
Nevada,Washoe,2021-05-26,Reno,"University of Nevada, Reno",1544,335.0
Nevada,Carson City,2021-05-26,Carson City,Western Nevada College,53,4.0
New Hampshire,Cheshire,2021-05-26,Keene,Antioch University-New England,0,0.0
New Hampshire,Merrimack,2021-05-26,New London,Colby-Sawyer College,105,95.0
New Hampshire,Grafton,2021-05-26,Hanover,Dartmouth College,405,347.0
New Hampshire,Cheshire,2021-05-26,Rindge,Franklin Pierce University,22,
New Hampshire,Merrimack,2021-05-26,Concord,Granite State College,0,
New Hampshire,Rockingham,2021-05-26,Portsmouth,Great Bay Community College,19,16.0
New Hampshire,Cheshire,2021-05-26,Keene,Keene State College,358,312.0
New Hampshire,Belknap,2021-05-26,Laconia,Lakes Region Community College,25,21.0
New Hampshire,Merrimack,2021-05-26,Warner,Magdalen College,42,
New Hampshire,Merrimack,2021-05-26,Concord,NHTI-Concord's Community College,28,25.0
New Hampshire,Hillsborough,2021-05-26,Nashua,Nashua Community College,26,23.0
New Hampshire,Merrimack,2021-05-26,Henniker,New England College,46,15.0
New Hampshire,Grafton,2021-05-26,Plymouth,Plymouth State University,875,572.0
New Hampshire,Sullivan,2021-05-26,Claremont,River Valley Community College,11,11.0
New Hampshire,Hillsborough,2021-05-26,Nashua,Rivier University,14,
New Hampshire,Hillsborough,2021-05-26,Manchester,Saint Anselm College,229,176.0
New Hampshire,Hillsborough,2021-05-26,Manchester,Southern New Hampshire University,28,27.0
New Hampshire,Hillsborough,2021-05-26,Nashua,St. Joseph School of Nursing,0,0.0
New Hampshire,Hillsborough,2021-05-26,Merrimack,Thomas More College of Liberal Arts,2,2.0
New Hampshire,Strafford,2021-05-26,Durham,University of New Hampshire,2281,1528.0
New Hampshire,Grafton,2021-05-26,Lebanon,Upper Valley Educators Institute,1,1.0
New Hampshire,Coos,2021-05-26,Berlin,White Mountains Community College,17,14.0
New Jersey,Passaic,2021-05-26,Woodland Park,Berkeley College New Jersey campuses,37,14.0
New Jersey,Essex,2021-05-26,Bloomfield,Bloomfield College,83,49.0
New Jersey,Essex,2021-05-26,Caldwell,Caldwell University,47,34.0
New Jersey,Warren,2021-05-26,Hackettstown,Centenary University,66,44.0
New Jersey,Morris,2021-05-26,Madison,Drew University,122,117.0
New Jersey,Bergen,2021-05-26,Teaneck,Fairleigh Dickinson University,116,100.0
New Jersey,Morris,2021-05-26,Madison,Fairleigh Dickinson University Florham,81,65.0
New Jersey,Bergen,2021-05-26,Lodi,Felician University,82,61.0
New Jersey,Ocean,2021-05-26,Lakewood,Georgian Court University,179,115.0
New Jersey,Union,2021-05-26,Union,Kean University,209,113.0
New Jersey,Monmouth,2021-05-26,West Long Branch,Monmouth University,698,184.0
New Jersey,Essex,2021-05-26,Montclair,Montclair State University,559,373.0
New Jersey,Hudson,2021-05-26,Jersey City,New Jersey City University,244,137.0
New Jersey,Essex,2021-05-26,Newark,New Jersey Institute of Technology,219,140.0
New Jersey,Mercer,2021-05-26,Princeton,Princeton University,300,139.0
New Jersey,Bergen,2021-05-26,Mahwah,Ramapo College of New Jersey,165,112.0
New Jersey,Mercer,2021-05-26,Lawrenceville ,Rider University,217,131.0
New Jersey,Gloucester,2021-05-26,Glassboro,Rowan University,1376,423.0
New Jersey,Middlesex,2021-05-26,New Brunswick,Rutgers University,1938,1307.0
New Jersey,Camden,2021-05-26,Camden,Rutgers University-Camden,193,125.0
New Jersey,Essex,2021-05-26,Newark,Rutgers University-Newark,181,132.0
New Jersey,Morris,2021-05-26,Morristown,Saint Elizabeth University,47,29.0
New Jersey,Hudson,2021-05-26,Jersey City,Saint Peter's University,65,50.0
New Jersey,Essex,2021-05-26,South Orange,Seton Hall University,451,254.0
New Jersey,Hudson,2021-05-26,Hoboken,Stevens Institute of Technology,453,351.0
New Jersey,Atlantic,2021-05-26,Galloway,Stockton University,691,391.0
New Jersey,Mercer,2021-05-26,Ewing,The College of New Jersey,267,256.0
New Jersey,Mercer,2021-05-26,Trenton,Thomas Edison State University,0,
New Jersey,Passaic,2021-05-26,Wayne,William Paterson University,244,167.0
New Mexico,Roosevelt,2021-05-26,Portales,Eastern New Mexico University,56,32.0
New Mexico,Santa Fe,2021-05-26,Santa Fe,Institute of American Indian Arts,3,2.0
New Mexico,McKinley,2021-05-26,Crownpoint,Navajo Technical University,33,12.0
New Mexico,San Miguel,2021-05-26,Las Vegas,New Mexico Highlands University,73,
New Mexico,Socorro,2021-05-26,Socorro,New Mexico Institute of Mining and Technology,40,17.0
New Mexico,Chaves,2021-05-26,Roswell,New Mexico Military Institute,175,65.0
New Mexico,Doña Ana,2021-05-26,Las Cruces,New Mexico State University,617,228.0
New Mexico,Rio Arriba,2021-05-26,Española,Northern New Mexico College,0,0.0
New Mexico,San Juan,2021-05-26,Farmington,San Juan College,98,41.0
New Mexico,Santa Fe,2021-05-26,Santa Fe,Santa Fe Community College,32,7.0
New Mexico,Bernalillo,2021-05-26,Albuquerque,University of New Mexico,506,157.0
New Mexico,Grant,2021-05-26,Silver City,Western New Mexico University,111,61.0
New York,New York City,2021-05-26,New York City,ASA College,10,
New York,Nassau,2021-05-26,Garden City,Adelphi University,231,171.0
New York,Warren,2021-05-26,Queensbury,Adirondack Community College,33,25.0
New York,Albany,2021-05-26,Albany,Albany College of Pharmacy and Health Sciences,57,36.0
New York,Albany,2021-05-26,Albany,Albany Medical College,56,31.0
New York,New York City,2021-05-26,New York City,Albert Einstein College of Medicine,111,64.0
New York,Allegany,2021-05-26,Alfred,Alfred University,176,145.0
New York,New York City,2021-05-26,New York City,Bank Street College of Education,6,1.0
New York,Dutchess,2021-05-26,Annadale-on-Hudson,Bard College,63,61.0
New York,New York City,2021-05-26,New York City,Barnard College,153,142.0
New York,New York City,2021-05-26,New York City,Berkeley College New York campuses,14,7.0
New York,New York City,2021-05-26,New York City,Boricua College,12,10.0
New York,Onondaga,2021-05-26,Syracuse,Bryant & Stratton College,31,25.0
New York,Albany,2021-05-26,Albany,Bryant & Stratton College-Albany,64,40.0
New York,Erie,2021-05-26,Getzville,Bryant & Stratton College-Amherst,12,7.0
New York,Erie,2021-05-26,Buffalo,Bryant & Stratton College-Buffalo,22,6.0
New York,Monroe,2021-05-26,Rochester,Bryant & Stratton College-Greece,8,6.0
New York,Monroe,2021-05-26,Rochester,Bryant & Stratton College-Henrietta,6,5.0
New York,Erie,2021-05-26,Orchard Park,Bryant & Stratton College-Southtowns,29,21.0
New York,Onondaga,2021-05-26,Liverpool,Bryant & Stratton College-Syracuse North,11,9.0
New York,New York City,2021-05-26,New York City,CUNY Baruch College,39,6.0
New York,New York City,2021-05-26,New York City,CUNY Borough of Manhattan Community College,44,16.0
New York,New York City,2021-05-26,New York City,CUNY Bronx Community College,20,6.0
New York,New York City,2021-05-26,New York City,CUNY Brooklyn College,52,26.0
New York,New York City,2021-05-26,New York City,CUNY City College of New York,57,27.0
New York,New York City,2021-05-26,New York City,CUNY College of Staten Island,64,35.0
New York,New York City,2021-05-26,New York City,CUNY Guttman Community College,3,2.0
New York,New York City,2021-05-26,New York City,CUNY Hostos Community College,44,38.0
New York,New York City,2021-05-26,New York City,CUNY Hunter College,102,39.0
New York,New York City,2021-05-26,New York City,CUNY John Jay College of Criminal Justice,16,8.0
New York,New York City,2021-05-26,New York City,CUNY Kingsborough Community College,24,12.0
New York,New York City,2021-05-26,New York City,CUNY LaGuardia Community College,77,37.0
New York,New York City,2021-05-26,New York City,CUNY Lehman College,35,13.0
New York,New York City,2021-05-26,New York City,CUNY Medgar Evers College,8,4.0
New York,New York City,2021-05-26,New York City,CUNY New York City College of Technology,37,22.0
New York,New York City,2021-05-26,New York City,CUNY Queens College,62,37.0
New York,New York City,2021-05-26,New York City,CUNY Queensborough Community College,19,10.0
New York,New York City,2021-05-26,New York City,CUNY School of Law,2,0.0
New York,New York City,2021-05-26,New York City,CUNY York College,62,23.0
New York,Erie,2021-05-26,Buffalo,Canisius College,364,222.0
New York,Cayuga,2021-05-26,Auburn,Cayuga County Community College,57,43.0
New York,Madison,2021-05-26,Cazenovia,Cazenovia College,39,28.0
New York,St. Lawrence,2021-05-26,Potsdam,Clarkson University,350,329.0
New York,Schenectady,2021-05-26,Schenectady,Clarkson University Capital Region Campus,1,1.0
New York,Clinton,2021-05-26,Plattsburgh,Clinton Community College,3,2.0
New York,Madison,2021-05-26,Hamilton,Colgate University,153,88.0
New York,New York City,2021-05-26,New York City,College of Mount Saint Vincent,127,82.0
New York,New York City,2021-05-26,New York City,Columbia University,1486,1032.0
New York,Columbia,2021-05-26,Hudson,Columbia-Greene Community College,17,6.0
New York,Westchester,2021-05-26,Bronxville,Concordia College New York,86,57.0
New York,Tompkins,2021-05-26,Ithaca,Cornell University,1044,736.0
New York,Dutchess,2021-05-26,Hyde Park,Culinary Institute of America,107,90.0
New York,Erie,2021-05-26,Buffalo,D'Youville College,61,33.0
New York,Erie,2021-05-26,Amherst,Daemen College,123,77.0
New York,Broome,2021-05-26,Johnson City,Davis College,0,0.0
New York,New York City,2021-05-26,New York City,DeVry College of New York,0,0.0
New York,Rockland,2021-05-26,Orangeburg,Dominican College,107,76.0
New York,Dutchess,2021-05-26,Poughkeepsie,Dutchess Community College,53,30.0
New York,Livingston,2021-05-26,Lima,Elim Bible Institute and College,38,0.0
New York,Broome,2021-05-26,Vestal,Elmira Business Institute,0,0.0
New York,Chemung,2021-05-26,Elmira,Elmira College,180,8.0
