facility_state,facility_county,nyt_id,facility_name,facility_type,latest_inmate_population,max_inmate_population_2020,total_inmate_cases,total_inmate_deaths,total_officer_cases,total_officer_deaths
Maryland,Anne Arundel,DAAC54F5,Thomas J.S. Waxter Children's Center,State juvenile detention,16.0,,4,0,31,0.0
Maryland,Washington,A51F3BE1,Western Maryland Children's Center,State juvenile detention,16.0,,10,0,21,0.0
Maryland,Garrett,414EDCD9,Backbone Mountain Youth Center,State juvenile detention,16.0,,0,0,18,0.0
Maryland,Penobscot,6A428984,Mountain View juvenile correctional facility,State juvenile detention,,,3,0,10,0.0
Maryland,Garrett,18C49FC1,Garrett Children's Center,State juvenile detention,1.0,,0,0,14,0.0
Maryland,Allegany,AAD17A2B,Green Ridge Youth Center,State juvenile detention,9.0,,2,0,12,0.0
Maryland,Garrett,C3081B1F,Meadow Mountain Youth Center,State juvenile detention,,,0,0,0,0.0
Maryland,Frederick,2B0449B3,Victor Cullen juvenile center,State juvenile detention,15.0,,0,0,24,0.0
Massachusetts,Plymouth,59AB714F,Massachusetts Alcohol and Substance Abuse Center,State prison,16.0,,68,0,7,0.0
Massachusetts,Suffolk,DAB6ED8B,Boston Pre-Release Center,State prison,40.0,,1,0,12,0.0
Massachusetts,Norfolk,3055113B,Massachusetts Correctional Institution- Norfolk,State prison,1184.0,1275.0,501,3,68,0.0
Massachusetts,Worcester,6080C552,North Central Correctional Institution,State prison,816.0,843.0,846,3,48,0.0
Massachusetts,Plymouth,01E89DE7,Bridgewater State prison hospital,State facility,208.0,,45,0,3,0.0
Massachusetts,Plymouth,5829334D,Old Colony Correctional Center,State prison,684.0,,247,3,56,0.0
Massachusetts,Norfolk,07D3365E,Massachusetts Correctional Institution-Cedar Junction,State prison,471.0,471.0,137,0,95,0.0
Massachusetts,Middlesex,731851C2,Massachusetts Correctional Institution-Concord,State prison,501.0,582.0,297,2,72,0.0
Massachusetts,Middlesex,D2CF6453,Northeastern Correctional Center,State prison,161.0,165.0,23,0,18,0.0
Massachusetts,Norfolk,97A2359E,Pondville Correctional Center,State prison,136.0,136.0,2,0,14,0.0
Massachusetts,Middlesex,ECE64FA9,Massachusetts Correctional Institution- Framingham,State prison,162.0,190.0,95,0,33,0.0
Massachusetts,Middlesex,66FE752A,Massachusetts Correctional Institution-Shirley,State prison,872.0,1229.0,519,4,88,0.0
Massachusetts,Plymouth,8AB90607,Massachusetts Treatment Center prison,State rehabilitation center,534.0,,189,5,50,0.0
Massachusetts,Middlesex,D0A4E6B3,South Middlesex Correctional Center,State prison,22.0,47.0,12,0,10,0.0
Massachusetts,Suffolk,6775EC4D,Lemuel Shattuck Hospital Correctional Unit,State facility,19.0,,8,0,10,0.0
Massachusetts,Worcester,57E3C8BB,Souza Baranowski Correctional Center,State prison,610.0,680.0,28,0,45,0.0
Michigan,Alger,308BAC59,Alger Correctional Facility,State prison,802.0,877.0,151,0,26,0.0
Michigan,Baraga,AD12CAD1,Baraga Correctional Facility,State prison,740.0,832.0,171,1,85,0.0
Michigan,Ionia,156C3564,Bellamy Creek Correctional Facility,State prison,1649.0,1803.0,939,1,146,0.0
Michigan,Montcalm,2A09AA9D,Carson City Correctional Facility,State prison,2288.0,2397.0,2118,6,270,0.0
Michigan,Gratiot,69C79FAF,Central Michigan Correctional Facility,State prison,2348.0,2538.0,2053,2,248,1.0
Michigan,Jackson,88B85472,Charles Egeler Reception & Guidance Center prison,State prison,1255.0,,2394,8,224,0.0
Michigan,Chippewa,26D00BCB,Chippewa Correctional Facility,State prison,1930.0,2313.0,1815,8,208,0.0
Michigan,Jackson,E629C283,Cooper Street Correctional Facility,State prison,1330.0,1729.0,1287,6,154,0.0
Michigan,Wayne,2794CD73,Detroit Detention Center,State prison,,,0,0,20,0.0
Michigan,Wayne,631A0BA9,Detroit Reentry Center prison,State prison,,,56,2,34,1.0
Michigan,Jackson,7E9477B0,Duane Waters prison hospital,State facility,,,33,3,0,0.0
Michigan,Muskegon,B8DB522A,Earnest C. Brooks Correctional Facility,State prison,1145.0,1213.0,1011,2,109,0.0
Michigan,Jackson,4C8A9F0F,G. Robert Cotton Correctional Facility,State prison,1609.0,1779.0,956,4,130,0.0
Michigan,Lenawee,1CCC8C1D,Gus Harrison Correctional Facility,State prison,1628.0,2054.0,1466,7,190,1.0
Michigan,Ionia,3B776551,Ionia Correctional Facility,State prison,656.0,657.0,324,0,126,0.0
Michigan,Chippewa,B8E14D67,Kinross Correctional Facility,State prison,1303.0,1549.0,1304,8,143,0.0
Michigan,Branch,BD89B5BE,Lakeland Correctional Facility,State prison,1415.0,1451.0,849,24,104,0.0
Michigan,Macomb,6F048359,Macomb Correctional Facility,State prison,1271.0,1394.0,439,5,136,0.0
Michigan,Marquette,DA527675,Marquette Branch Prison,State prison,755.0,897.0,852,1,183,0.0
Michigan,Ionia,22323DA0,Michigan Reformatory,State prison,1111.0,1222.0,952,1,128,0.0
Michigan,Muskegon,763A9A8C,Muskegon Correctional Facility,State prison,1073.0,1279.0,1115,9,101,0.0
Michigan,Luce,0777F49C,Newberry Correctional Facility,State prison,717.0,1086.0,857,1,71,0.0
Michigan,Manistee,05FFA491,Oaks Correctional Facility,State prison,1016.0,1042.0,771,2,119,0.0
Michigan,Jackson,63962CB0,Parnall Correctional Facility,State prison,1250.0,1664.0,544,10,114,0.0
Michigan,Ionia,F20047BF,Richard A. Handlon Correctional Facility,State prison,956.0,1267.0,800,3,115,0.0
Michigan,Saginaw,53CFD167,Saginaw Correctional facility,State prison,1434.0,1458.0,1137,9,141,0.0
Michigan,Gratiot,A053A48C,Saint Louis Correctional Facility,State prison,1103.0,1129.0,840,2,124,0.0
Michigan,Lapeer,5948069F,Thumb Correctional Facility,State prison,991.0,991.0,524,9,81,0.0
Michigan,Washtenaw,93F7EE54,Women's Huron Valley Correctional Facility,State prison,1955.0,2023.0,419,4,123,0.0
Michigan,Livingston,ED16A64E,Woodland Center Correctional Facility,State prison,326.0,428.0,51,1,87,0.0
Michigan,Oakland,28C95310,Oakland County Children's Village,State juvenile detention,,,15,0,23,0.0
Minnesota,Rice,799DCC84,Minnesota Correctional Facility – Faribault,State prison,1641.0,1985.0,1196,8,157,0.0
Minnesota,Anoka,A10ADDA5,Minnesota Correctional Facility – Lino Lakes,State prison,953.0,1288.0,357,0,92,0.0
Minnesota,Carlton,6D170ED7,Minnesota Correctional Facility – Moose Lake,State prison,874.0,1058.0,188,1,91,0.0
Minnesota,Washington,54969A5A,Minnesota Correctional Facility – Oak Park Heights,State prison,400.0,400.0,98,1,86,0.0
Minnesota,Goodhue,53C4858B,Minnesota Correctional Facility – Red Wing,State prison,31.0,45.0,1,0,24,0.0
Minnesota,Chisago,F5D4C4E8,Minnesota Correctional Facility – Rush City,State prison,939.0,1006.0,216,1,81,0.0
Minnesota,Scott,71C814CB,Minnesota Correctional Facility – Shakopee,State prison,425.0,578.0,25,0,55,0.0
Minnesota,Sherburne,7F476FE6,Minnesota Correctional Facility – St. Cloud,State prison,692.0,822.0,881,0,162,0.0
Minnesota,Washington,4E7D51FE,Minnesota Correctional Facility – Stillwater,State prison,1277.0,1529.0,989,1,209,0.0
Minnesota,Itasca,330A7B08,Minnesota Correctional Facility – Togo,State prison,61.0,66.0,8,0,4,0.0
Minnesota,Pine,120C4673,Minnesota Correctional Facility – Willow River,State prison,87.0,128.0,83,0,7,0.0
Minnesota,Goodhue,FF0A583B,Minnesota Correctional Facility – Red Wing,State juvenile detention,62.0,,0,0,0,0.0
Mississippi,Sunflower,F295E53A,Mississippi State Penitentiary,State prison,2034.0,2045.0,109,6,0,0.0
Mississippi,Rankin,170F23B3,Central Mississippi Correctional Facility,State prison,3449.0,3449.0,103,9,0,0.0
Mississippi,Greene,E17D0325,South Mississippi Correctional Institution,State prison,2506.0,2506.0,395,3,0,0.0
Mississippi,Lauderdale,679D95F8,East Mississippi Correctional Facility,State prison,1218.0,1275.0,43,4,0,0.0
Mississippi,Marshall,C49902A8,Marshall County Correctional Facillity,State prison,975.0,975.0,94,1,0,0.0
Mississippi,Wilkinson,1861583C,Wilkinson County Correctional Facility,State prison,851.0,853.0,9,0,0,0.0
Mississippi,Alcorn,8DC651E0,Alcorn County Regional Correctional Facility,State prison,284.0,297.0,0,0,0,0.0
Mississippi,Bolivar,A071EF1F,Bolivar County Correctional Facility,State prison,279.0,279.0,2,0,0,0.0
Mississippi,Carroll,AF1704D6,Carroll-Montgomery County/Regional Correctional Facility,State prison,253.0,257.0,123,0,0,0.0
Mississippi,Chickasaw,A501B3D6,Chickasaw County Regional Correctional Facility,State prison,296.0,303.0,20,0,0,0.0
Mississippi,George,DB74C000,George-Greene County/Regional Correctional Facility,State prison,320.0,321.0,235,1,0,0.0
Mississippi,Holmes,0FCBF0B6,Holmes-Humphreys County/Regional Correctional Facility,State prison,262.0,277.0,0,0,0,0.0
Mississippi,Issaquena,5C9F926F,Issaquena County Regional Correctional Facility,State prison,296.0,296.0,52,0,0,0.0
Mississippi,Jefferson,D8994DCF,Jefferson-Franklin County/Regional Correctional Facility,State prison,259.0,278.0,0,0,0,0.0
Mississippi,Kemper,C2308EFD,Kemper-Neshoba County/Regional Correctional Facility,State prison,302.0,315.0,2,0,0,0.0
Mississippi,Leake,EEDAFFAE,Leake County Correctional Facility,State prison,241.0,,74,0,0,0.0
Mississippi,Marion,D592FDB9,Marion-Walthall County/Regional Correctional Facility,State prison,374.0,392.0,15,0,0,0.0
Mississippi,Stone,063DABC6,Stone County Correctional Facility,State prison,264.0,274.0,12,0,11,0.0
Mississippi,Washington,0AC03377,Washington County/Regional Correctional Facility,State prison,134.0,137.0,85,0,0,0.0
Mississippi,Winston,A1B03C26,Winston-Choctaw County/Regional Correctional Facility,State prison,239.0,239.0,18,0,0,0.0
Mississippi,Yazoo,4DB76972,Yazoo County Correctional Facility,State prison,279.0,281.0,27,0,0,0.0
Mississippi,Forrest,776A0D8E,Forrest County Community Work Center,State prison,96.0,,0,0,0,0.0
Mississippi,Harrison,026C23CE,Harrison County  Community Work Center,State prison,102.0,,0,0,0,0.0
Mississippi,Leflore,A13F34A3,Leflore County Technical Violation Center,State prison,,,0,0,0,0.0
Mississippi,Forrest,157AFF27,Madison County  Community Work Center,State prison,62.0,,0,0,0,0.0
Mississippi,Noxubee,6648C823,Noxubee County Community Work Center,State prison,58.0,,0,0,0,0.0
Mississippi,Pike,F09DF66F,Pike County Community Work Center,State prison,93.0,,0,0,0,0.0
Mississippi,Quitman,60D26736,Quitman County Community Work Center,State prison,93.0,,0,0,0,0.0
Mississippi,Wilkinson,33D675FF,Wilkinson County Community Work Center,State prison,62.0,,0,0,0,0.0
Mississippi,Hinds,64DD6F6E,Flowood Community Work Center/Restitution Center,State prison,,,0,0,0,0.0
Mississippi,Leflore,FCD4D029,Greenwood Restitution Center,State prison,,,0,0,0,0.0
Mississippi,Hinds,9B9D94E2,Hinds County Restitution Center,State prison,6.0,,0,0,0,0.0
Mississippi,Jackson,DE89E81A,Pascagoula Restitution Center,State prison,4.0,,0,0,0,0.0
Mississippi,Leflore,7E59D221,Delta Correctional Facility,State prison,198.0,198.0,4,0,0,0.0
Mississippi,Tallahatchie,1C49236A,Tallahatchie County Correctional Facility,State prison,462.0,781.0,47,0,0,0.0
Mississippi,George,FF9F235C,George County State Work Program,Low-security work release,,,1,0,0,0.0
Missouri,Cole,A257E3F2,Algoa Correctional Center,State prison,800.0,917.0,143,0,65,0.0
Missouri,Cooper,43ADFAC1,Boonville Correctional Center,State prison,652.0,720.0,160,0,93,0.0
Missouri,Livingston,FF27C2E3,Chillicothe Correctional Center,State prison,1084.0,1238.0,300,0,120,0.0
Missouri,DeKalb,6FD9BD15,Crossroads Correctional Center,State prison,,,1,0,0,0.0
Missouri,Callaway,9407D234,Cremer Therapeutic Community Center,State prison,47.0,,27,0,14,0.0
Missouri,St. Francois,BCD3543B,"Eastern Reception, Diagnostic and Correctional Center",State prison,2438.0,,574,0,489,0.0
Missouri,St. Francois,1771B361,Farmington Correctional Center,State prison,1979.0,2191.0,538,0,219,0.0
Missouri,Callaway,341C2583,Fulton Reception and Diagnostic Center prison,State prison,1617.0,,804,0,105,0.0
Missouri,Cole,E86AF798,Jefferson City Correctional Center,State prison,1808.0,1904.0,353,0,142,0.0
Missouri,Jackson,912A6122,Kansas City Reentry Center prison,State prison,84.0,,29,0,21,0.0
Missouri,Randolph,7B341E96,Moberly Correctional Center,State prison,1541.0,1586.0,235,0,88,0.0
Missouri,St. Louis,06AA4D0F,Missouri Eastern Correctional Center,State prison,1010.0,1010.0,197,0,109,0.0
Missouri,Nodaway,55A39923,Maryville Treatment Center prison,State rehabilitation center,251.0,,51,0,48,0.0
Missouri,Pike,E16D6C46,Northeast Correctional Center,State prison,1379.0,1475.0,109,0,133,0.0
Missouri,Webster,BA21C3DB,Ozark Correctional Center,State prison,357.0,509.0,160,0,50,0.0
Missouri,Washington,CD078ABD,Potosi Correctional Center,State prison,828.0,831.0,144,0,129,0.0
Missouri,Texas,E6160AF1,South Central Correctional Center,State prison,1461.0,1461.0,135,0,89,0.0
Missouri,Mississippi,358705C0,Southeast Correctional Center,State prison,1183.0,1221.0,270,0,125,0.0
Missouri,Moniteau,48E4B073,Tipton Correctional Center,State prison,683.0,749.0,171,0,67,0.0
Missouri,St. Louis City,FAB6EB12,Transition Center of Saint Louis prison,State prison,125.0,,4,0,43,0.0
Missouri,Audrain,069FE2BC,"Women's Eastern Reception, Diagnostic and Correctional Center prison",State prison,895.0,,570,0,85,0.0
Missouri,DeKalb,692EB762,Western Missouri Correctional Center,State prison,1649.0,1692.0,216,0,160,0.0
Missouri,Buchanan,1C861B3D,"Western Reception, Diagnostic and Correctional Center prison",State prison,1666.0,,371,0,140,0.0
Missouri,Lincoln,4D5CCFE4,Camp Avery Park Camp,State juvenile detention,25.0,,3,0,6,0.0
Missouri,Greene,B632B64C,Community Learning Center,State juvenile detention,,,4,0,4,0.0
Missouri,Boone,7092F9C1,Cornerstone Group Home,State juvenile detention,14.0,,0,0,1,0.0
Missouri,Greene,61F60C48,Datema House,State juvenile detention,8.0,,0,0,1,0.0
Missouri,Callaway,48070DD9,Fulton Youth Treatment Center,State juvenile detention,13.0,,10,0,6,0.0
Missouri,Texas,5705DC44,Gentry Residential Treatment Center,State juvenile detention,17.0,,1,0,3,0.0
Missouri,Cape Girardeau,14C65E47,Girardot Center,State juvenile detention,,,0,0,3,0.0
Missouri,Jefferson,161E41B2,Hillsboro Treatment Center,State juvenile detention,10.0,,0,0,3,0.0
Missouri,St. Louis City,0E7FE81C,Hogan Street Youth Center,State juvenile detention,30.0,,32,0,24,0.0
Missouri,St. Louis,4373E04C,Lewis and Clark Hall,State juvenile detention,9.0,,0,0,0,0.0
Missouri,St. Louis City,57ED3551,Missouri Hills Youth Center,State juvenile detention,20.0,,25,0,33,0.0
Missouri,Montgomery,A30E63A5,Montgomery Youth Center,State juvenile detention,11.0,,6,0,2,0.0
Missouri,Lawrence,ABDC2C73,Mount Vernon Treatment Center,State juvenile detention,31.0,,0,0,8,0.0
Missouri,Clay,62FC8313,Northwest Regional Youth Center,State juvenile detention,26.0,,28,0,21,0.0
Missouri,Bates,FA5C0E8B,Rich Hill Youth Development Center,State juvenile detention,12.0,,0,0,0,0.0
Missouri,Buchanan,B710355B,Riverbend Treatment Center,State juvenile detention,22.0,,6,0,10,0.0
Missouri,Butler,3341AFCA,Sears Youth Center,State juvenile detention,62.0,,14,0,21,0.0
Missouri,Butler,8BDB9967,Sierra Osage Treatment Center,State juvenile detention,15.0,,1,0,5,0.0
Missouri,Clay,7C7C8B2A,Watkins Mill Park Camp,State juvenile detention,40.0,,0,0,6,0.0
Missouri,Lafayette,B9DEFA47,Waverly Youth Center,State juvenile detention,40.0,,13,0,13,0.0
Missouri,Greene,1FA083E8,Wilson Creek,State juvenile detention,10.0,,0,0,2,0.0
Montana,Powell,B539E933,Montana State Prison,State prison,1326.0,1400.0,487,5,182,0.0
Montana,Yellowstone,0D08776C,Montana Women's Prison,State prison,190.0,190.0,119,0,22,0.0
Montana,Jefferson,6FC68C47,Riverside Special Needs Unit,State prison,27.0,,8,0,1,0.0
Montana,Custer,115F7BA5,Pine Hills Correctional Facility,State prison,27.0,27.0,19,0,20,0.0
Montana,Toole,2A880312,Crossroads Correctional Center,State prison,568.0,576.0,299,1,34,0.0
Montana,Dawson,6A30D418,Dawson County Correctional Facility,State prison,128.0,,37,0,0,0.0
Montana,Cascade,E7106547,Great Falls Regional Prison,State prison,152.0,152.0,11,0,0,0.0
Montana,Missoula,1AA65B71,Missoula Assessment & Sanction Center,State prison,129.0,,0,0,0,0.0
Montana,Yellowstone,20AC1CA8,Alpha House prison,State prison,229.0,,25,0,2,0.0
Montana,Silver Bow,70004D6A,Butte Prerelease Center prison,State prison,156.0,,0,0,0,0.0
Montana,Silver Bow,13E0997F,Connections Corrections Program East - Butte,State prison,54.0,,20,0,5,0.0
Montana,Deer Lodge,271DBB55,Connections Corrections Program West and Warm Springs Addiction Treatment and Change West,State prison,184.0,,2,0,4,0.0
Montana,Jefferson,236100C8,Elkhorn Treatment Center,State prison,41.0,,0,0,0,0.0
Montana,Gallatin,BB24B969,Gallatin Reentry Program center,State prison,47.0,,2,0,2,0.0
Montana,Cascade,90572893,Great Falls Transition Center,State prison,152.0,,2,0,0,0.0
Montana,Lewis and Clark,24C2BB88,Helena Prerelease Center,State prison,98.0,,0,0,0,0.0
Montana,Missoula,0AF07275,Missoula Prerelease Center,State prison,109.0,,3,0,0,0.0
Montana,Fergus,6C10D7F9,Nexus Treatment center,State rehabilitation center,74.0,,14,0,0,0.0
Montana,Yellowstone,47035EE4,Passages center,State rehabilitation center,54.0,,38,0,0,0.0
Montana,Deer Lodge,D7AEDCE8,Assessment and Transition prison,State rehabilitation center,149.0,,68,0,7,0.0
Montana,Dawson,E89BE876,Warm Springs Addiction Treatment and Change East - Glendive,State rehabilitation center,27.0,,0,0,0,0.0
Nebraska,Lancaster,A563766F,Nebraska State Penitentiary,State prison,1300.0,1362.0,139,0,95,0.0
Nebraska,Lancaster,4289FAA1,Community Corrections Center - Lincoln,State prison,625.0,,2,0,18,0.0
Nebraska,Douglas,F2BECDF3,Community Corrections Center - Omaha,State prison,176.0,,7,0,8,0.0
Nebraska,Lancaster,96EE9DB8,Diagnostic & Evaluation Center prison,State prison,364.0,,63,0,34,0.0
Nebraska,Lancaster,6220620E,Lincoln Correctional Center,State prison,529.0,539.0,9,0,34,0.0
Nebraska,York,B479A304,Nebraska Correctional Center for Women,State prison,252.0,287.0,27,0,26,0.0
Nebraska,Douglas,A158033A,Nebraska Correctional Youth Facility,State juvenile detention,66.0,,13,0,9,0.0
Nebraska,Douglas,E3D2EF21,Omaha Correctional Center,State prison,763.0,,112,0,39,0.0
Nebraska,Johnson,FE252A98,Tecumseh State Correctional Institution,State prison,1026.0,,70,0,101,0.0
Nebraska,Red Willow,6CC7AE53,Work Ethic Camp,State work camp,193.0,,11,0,1,0.0
Nevada,White Pine,D9572328,Ely State Prison,State prison,1213.0,,213,2,85,0.0
Nevada,Elko,6B850A93,Carlin Conservation Camp,State work camp,90.0,,84,0,5,0.0
Nevada,Clark,EE83B38C,High Desert State Prison,State prison,3565.0,,515,4,284,1.0
Nevada,Clark,F0AF38D8,Casa Grande Transitional prison housing,State prison,323.0,,170,0,30,1.0
Nevada,Clark,E3714060,Florence McClure Women's Correctional Center,State prison,973.0,,72,0,54,1.0
Nevada,Humboldt,44BCEC5C,Humboldt Conservation Camp prison,State work camp,95.0,,95,0,9,0.0
Nevada,Washoe,72AC98B7,Lake's Crossing Center prison,State prison,,,0,0,10,0.0
Nevada,Pershing,BCEC8B2A,Lovelock Correctional Center,State prison,1685.0,,766,17,101,0.0
Nevada,Carson City,4791E36D,Northern Nevada Correctional Center,State prison,1356.0,,936,29,135,0.0
Nevada,Clark,8FA9AEF1,Southern Desert Correctional Center,State prison,1678.0,,556,1,129,0.0
Nevada,Carson City,7A935EBA,Warm Springs Correctional Center,State prison,525.0,,481,0,67,0.0
Nevada,Washoe,048ED05F,Northern Nevada transitional prison housing,State prison,103.0,,63,0,0,0.0
Nevada,Lincoln,B1FFE609,Pioche Conservation Camp,State work camp,217.0,,96,0,14,0.0
Nevada,Clark,D2982803,Three Lakes Valley Conservation Camp prison,State work camp,,,220,0,8,0.0
Nevada,Clark,4E75092E,Jean Conservation Camp prison,State work camp,,,55,0,7,0.0
Nevada,Carson City,993676BD,Stewart Training Facility prison,State work camp,,,241,0,52,0.0
Nevada,Nye,6ADA1DDF,Tonopah Conservation Camp prison,State work camp,150.0,,3,0,2,0.0
Nevada,Clark,75531DED,Muri Stein prison hospital,State facility,,,3,0,23,0.0
Nevada,Elko,13B1EF88,Wells Conservation Camp prison,State work camp,,,76,0,3,0.0
New Hampshire,Merrimack,CBF3C7A4,New Hampshire Correctional Facility for Women,State prison,142.0,,26,0,12,0.0
New Hampshire,Coos,0484D57E,Northern New Hampshire Corrections Facility,State prison,516.0,,133,1,31,0.0
New Hampshire,Merrimack,9E35106E,New Hampshire State Prison for Men,State prison,1242.0,1313.0,276,2,95,0.0
New Hampshire,Merrimack,E58A7836,State Transition Centers,State prison,,,22,0,17,0.0
New Jersey,Middlesex,1FA518B1,Adult Diagnostic and Treatment Center prison,State prison,847.0,,410,14,153,0.0
New Jersey,Cumberland,CD7C0141,Bayside State Prison,State prison,1108.0,1124.0,562,0,131,0.0
New Jersey,Mercer,3658E1C3,Central Reception and Assignment Facility prison,State prison,601.0,,368,2,143,0.0
New Jersey,Middlesex,74FECE2E,East Jersey State Prison,State prison,1175.0,1196.0,203,8,187,0.0
New Jersey,Hunterdon,3F8D9197,Edna Mahan Correctional Facility for Women,State prison,519.0,521.0,157,2,150,0.0
New Jersey,Burlington,45EDF90D,Garden State Youth Correctional Facility,State juvenile detention,1360.0,,555,1,190,0.0
New Jersey,Burlington,2D6AD365,Mid-State Correctional Facility,State prison,530.0,600.0,88,1,101,0.0
New Jersey,Mercer,27B4A1E8,New Jersey State Prison,State prison,1384.0,1541.0,231,7,244,0.0
New Jersey,Essex,0A4A98A8,Northern State Prison,State prison,2117.0,2325.0,310,10,273,0.0
New Jersey,Cumberland,556AA71A,South Woods State Prison,State prison,2899.0,2899.0,1127,7,252,0.0
New Jersey,Cumberland,A7A58CA6,Southern State Correctional Facility,State prison,1024.0,3007.0,295,0,168,0.0
New Jersey,Hunterdon,0420BFB2,William H. Fauver Youth Correctional Facility,State juvenile detention,401.0,,247,0,127,0.0
New Jersey,Mercer,D222D5A5,Bo Robinson Assessment and Treatment center prison,State halfway house,93.0,,52,1,0,0.0
New Jersey,Mercer,6E389A1E,Clinton House,State halfway house,21.0,,0,0,0,0.0
New Jersey,Burlington,6D89BA78,Columbus House,State halfway house,27.0,,6,0,0,0.0
New Jersey,Hudson,29815E39,CURA treatment house,State rehabilitation center,27.0,,1,0,0,0.0
New Jersey,Passaic,9EF6D993,Fenwick House,State halfway house,19.0,,1,0,0,0.0
New Jersey,Camden,72B73F16,Fletcher House,State halfway house,43.0,,1,0,0,0.0
New Jersey,Camden,B374C83D,Garrett House,State halfway house,15.0,,4,0,0,0.0
New Jersey,Camden,14CA42DE,Hope Hall,State halfway house,85.0,,13,0,0,0.0
New Jersey,Essex,92C12578,James A. Hemm House,State halfway house,24.0,,1,0,0,0.0
New Jersey,Cumberland,99047F52,Kintock Bridgeton House 1,State halfway house,112.0,,10,0,0,0.0
New Jersey,Cumberland,5F4219F5,Kintock Bridgeton House 2,State halfway house,192.0,,15,0,0,0.0
New Jersey,Essex,67D49810,Kintock Newark House,State halfway house,139.0,,10,0,0,0.0
New Jersey,Passaic,97BC1897,The Harbor House,State halfway house,133.0,,9,0,0,0.0
New Jersey,Union,7DC5E4E7,Tully House,State halfway house,151.0,,8,0,0,0.0
New Mexico,Valencia,343DDDA2,Central New Mexico Correctional Facility,State prison,752.0,,292,11,174,0.0
New Mexico,Santa Fe,285F16F0,Penitentiary of New Mexico,State prison,655.0,,217,0,144,0.0
New Mexico,Chaves,F60A2EA2,Roswell Correctional Center,State prison,232.0,,230,1,47,0.0
New Mexico,Colfax,27A319BD,Springer Correctional Center,State prison,224.0,,151,0,35,0.0
New Mexico,Union,A14839C0,Northeast New Mexico Correctional Facility,State prison,488.0,,167,1,52,0.0
New Mexico,Cibola,667D1870,Northwest New Mexico Correctional Center,State prison,493.0,,126,4,73,0.0
New Mexico,Dona Ana,BAA57D8D,Southern New Mexico Correctional Facility,State prison,624.0,,230,1,115,0.0
New Mexico,Cibola,56F6BD11,Western New Mexico Correctional Facility,State prison,348.0,,226,0,30,0.0
New Mexico,Guadalupe,D3271771,Guadalupe County Correctional Facility,State prison,501.0,,253,4,62,0.0
New Mexico,Lea,BE8BF132,Lea County Correctional Facility,State prison,1116.0,,759,3,138,1.0
New York,Essex,3DDD1785,Adirondack Correctional Facility,State prison,93.0,,2,0,0,0.0
New York,Orleans,0D9A2643,Albion Correctional Facility,State prison,564.0,604.0,28,0,0,0.0
New York,Clinton,BBD4648A,Altona Correctional Facility,State prison,209.0,,9,0,0,0.0
New York,Wyoming,90A2BA71,Attica Correctional Facility,State prison,1649.0,1864.0,281,0,0,0.0
New York,Cayuga,8C2DEAFF,Auburn Correctional Facility,State prison,1072.0,1181.0,126,1,0,0.0
New York,Franklin,FAD4E3B5,Bare Hill Correctional Facility,State prison,776.0,973.0,233,1,0,0.0
New York,Westchester,44C6E66B,Bedford Hills Correctional Facility,State prison,510.0,623.0,85,2,0,0.0
New York,Jefferson,21778E16,Cape Vincent Correctional Facility,State prison,443.0,,5,0,0,0.0
New York,Cayuga,CAC759A1,Cayuga Correctional Facility,State prison,634.0,705.0,182,0,0,0.0
New York,Clinton,026B765D,Clinton Correctional Facility,State prison,2084.0,2220.0,378,2,0,0.0
New York,Erie,02862049,Collins Correctional Facility,State prison,654.0,979.0,122,1,0,0.0
New York,Greene,0D0413F1,Coxsackie Correctional Facility,State prison,716.0,777.0,173,4,0,0.0
New York,Dutchess,91355867,Downstate Correctional Facility,State prison,911.0,911.0,52,0,0,0.0
New York,Ulster,C14B2B48,Eastern Correctional Facility,State prison,847.0,926.0,73,1,0,0.0
New York,New York,32C10FFB,Edgecombe Residential Treatment Facility,State prison,43.0,,2,0,0,0.0
New York,Chemung,C6AC177D,Elmira Correctional Facility,State prison,1336.0,1501.0,626,0,0,0.0
New York,Dutchess,8E756FB7,Fishkill Correctional Facility,State prison,1172.0,1478.0,156,6,0,0.0
New York,Seneca,054120AD,Five Points Correctional Facility,State prison,988.0,1056.0,26,0,0,0.0
New York,Franklin,6CA0D521,Franklin Correctional Facility,State prison,907.0,1074.0,333,1,0,0.0
New York,St. Lawrence,15CE766A,Gouverneur Correctional Facility,State prison,656.0,714.0,205,0,0,0.0
New York,Erie,B9B98E23,Gowanda Correctional Facility,State prison,853.0,1038.0,132,0,0,0.0
New York,Washington,591B9BCA,Great Meadow Correctional Facility,State prison,1376.0,1394.0,163,0,0,0.0
New York,Dutchess,D7D62E40,Green Haven Correctional Facility,State prison,1564.0,1791.0,167,3,0,0.0
New York,Greene,2115603B,Greene Correctional Facility,State prison,999.0,1335.0,224,0,0,0.0
New York,Livingston,88C2ACB6,Groveland Correctional Facility,State prison,626.0,,187,0,0,0.0
New York,Fulton,CA2FB18B,Hale Creek Correctional Facility,State prison,296.0,,65,0,0,0.0
New York,Columbia,D8EBC283,Hudson Correctional Facility,State prison,145.0,,32,0,0,0.0
New York,Chautauqua,431FE39A,Lakeview Shock Incarceration Correctional Facility,State prison,271.0,310.0,65,0,0,0.0
New York,Oneida,38FD3ECC,Marcy Correctional Facility,State prison,834.0,1029.0,21,0,0,0.0
