facility_state,facility_county,nyt_id,facility_name,facility_type,latest_inmate_population,max_inmate_population_2020,total_inmate_cases,total_inmate_deaths,total_officer_cases,total_officer_deaths
New York,Oneida,F17D3A6A,Mid-State Correctional Facility,State prison,1047.0,1058.0,148,2,0,0.0
New York,Oneida,A8A73C3F,Mohawk Correctional Facility,State prison,870.0,1250.0,171,0,0,0.0
New York,Essex,DC5ECD4E,Moriah Shock Incarceration Correctional Facility,State prison,58.0,183.0,15,0,0,0.0
New York,St. Lawrence,F3C97739,Ogdensburg Correctional Facility,State prison,231.0,,92,0,0,0.0
New York,Orleans,97EB1AAE,Orleans Correctional Facility,State prison,527.0,,68,0,0,0.0
New York,Orange,7B833158,Otisville Correctional Facility,State prison,466.0,565.0,70,1,0,0.0
New York,Queens,373ED73C,Queensboro Correctional Facility,State prison,250.0,317.0,23,1,0,0.0
New York,St. Lawrence,79995806,Riverview Correctional Facility,State prison,437.0,,160,1,0,0.0
New York,Monroe,0255D843,Rochester Correctional Facility,State prison,66.0,77.0,0,0,0,0.0
New York,Ulster,B58BE217,Shawangunk Correctional Facility,State prison,394.0,472.0,103,1,0,0.0
New York,Westchester,5CFA24FA,Sing Sing Correctional Facility,State prison,1255.0,1344.0,66,4,0,0.0
New York,Chemung,0ACE9882,Southport Correctional Facility,State prison,407.0,453.0,83,0,0,0.0
New York,Sullivan,0F6A8267,Sullivan Correctional Facility,State prison,437.0,473.0,99,0,0,0.0
New York,Westchester,2628BFF3,Taconic Correctional Facility,State prison,179.0,243.0,6,0,0,0.0
New York,Ulster,6AAB1538,Ulster Correctional Facility,State prison,353.0,526.0,60,0,0,0.0
New York,Franklin,788253CE,Upstate Correctional Facility,State prison,672.0,672.0,34,0,0,0.0
New York,Ulster,D687E542,Wallkill Correctional Facility,State prison,311.0,517.0,75,0,0,0.0
New York,Washington,6E9CC96B,Washington Correctional Facility,State prison,555.0,693.0,69,0,0,0.0
New York,Jefferson,8F7A5DAC,Watertown Correctional Facility,State prison,236.0,,73,0,0,0.0
New York,Erie,A2A08DC6,Wende Correctional Facility,State prison,681.0,723.0,190,1,0,0.0
New York,Seneca,64201496,Willard Drug Treatment Campus,State rehabilitation center,285.0,,35,0,0,0.0
New York,Sullivan,8547B4B1,Woodbourne Correctional Facility,State prison,667.0,,244,2,0,0.0
New York,Wyoming,5E027B4A,Wyoming Correctional Facility,State prison,868.0,921.0,297,0,0,0.0
North Carolina,Stanly,2C0185E4,Albemarle Correctional Institution,State prison,846.0,846.0,446,4,0,0.0
North Carolina,Alexander,85543E1A,Alexander Correctional Institution,State prison,1205.0,,327,6,0,0.0
North Carolina,Anson,BEF1E96E,Anson Correctional Institution,State prison,,,149,3,0,0.0
North Carolina,Avery,84426FC5,Avery Mitchell Correctional Institution,State prison,856.0,,329,0,0,0.0
North Carolina,Bertie,D86AD7B4,Bertie Correctional Institution,State prison,1084.0,1369.0,101,0,0,0.0
North Carolina,Anson,51C4D2CA,Brown Creek Correctional Institution,State prison,1207.0,,0,0,0,0.0
North Carolina,Burke,E6AD4CBB,Burke Confinement in Response to Violation Center,State prison,116.0,,0,0,0,0.0
North Carolina,Caldwell,4EB9D0EB,Caldwell Correctional Center,State prison,268.0,,48,1,0,0.0
North Carolina,Halifax,DBA26EA4,Caledonia Correctional Institution,State prison,1018.0,1018.0,226,0,0,0.0
North Carolina,Carteret,47CFFC3E,Carteret Correctional Center,State prison,299.0,,79,0,0,0.0
North Carolina,Caswell,B414D997,Caswell Correctional Center,State prison,478.0,478.0,113,0,0,1.0
North Carolina,Catawba,94882599,Catawba Correctional Center,State prison,237.0,,43,0,0,0.0
North Carolina,Wake,5BFD488F,Central Prison,State prison,900.0,959.0,158,5,0,0.0
North Carolina,Columbus,5CB86314,Columbus Correctional Institution,State prison,689.0,,170,0,0,0.0
North Carolina,Buncombe,5EF50D04,Craggy Correctional Center,State prison,494.0,,187,1,0,0.0
North Carolina,Craven,CBA99639,Craven Correctional Institution,State prison,697.0,,555,0,0,0.0
North Carolina,Caswell,8E140880,Dan River Prison Work Farm,State work camp,616.0,,118,0,0,0.0
North Carolina,Wayne,576E46BA,Dart Cherry Residential Treatment Facility,State rehabilitation center,,,0,0,0,0.0
North Carolina,Davidson,26A71FE1,Davidson Correctional Center,State prison,248.0,,17,0,0,0.0
North Carolina,Greene,0DAAE95D,Eastern Correctional Institution,State prison,427.0,,99,0,0,0.0
North Carolina,Burke,1A8757DC,Foothills Correctional Institution,State prison,760.0,760.0,103,0,0,0.0
North Carolina,Forsyth,29F4E193,Forsyth Correctional Center,State prison,248.0,,128,0,0,0.0
North Carolina,Franklin,62A91188,Franklin Correctional Center,State prison,453.0,,154,2,0,0.0
North Carolina,Gaston,C66ED47B,Gaston Correctional Center,State prison,241.0,,76,0,0,0.0
North Carolina,Greene,F1FE1A27,Greene Correctional Institution,State prison,656.0,,120,2,0,0.0
North Carolina,Harnett,C29E21F7,Harnett Correctional Institution,State prison,980.0,,53,1,0,0.0
North Carolina,Hoke,300513DF,Hoke Correctional Institution,State prison,,,0,0,0,0.0
North Carolina,Hyde,193C821A,Hyde Correctional Institution,State prison,307.0,,203,2,0,0.0
North Carolina,Johnston,9FDE977D,Johnston Correctional Institution,State prison,635.0,635.0,131,0,0,0.0
North Carolina,Lincoln,4EC76F2E,Lincoln Correctional Center,State prison,233.0,,14,0,0,0.0
North Carolina,Robeson,FB96AEA8,Lumberton Correctional Institution,State prison,783.0,,281,1,0,0.0
North Carolina,McDowell,28165D96,Marion Correctional Institution,State prison,649.0,,116,0,0,0.0
North Carolina,Greene,FE9FEE18,Maury Correctional Institution,State prison,1277.0,,147,0,0,0.0
North Carolina,Richmond,66CA8517,Morrison Correctional Institution,State prison,579.0,,108,0,0,0.0
North Carolina,Avery,E47C3F56,Mountain View Correctional Institution,State prison,890.0,,183,2,0,0.0
North Carolina,Nash,0D2A4D28,Nash Correctional Institution,State prison,644.0,,539,4,0,0.0
North Carolina,Wake,C269555C,North Carolina Correctional Institution for Women Medical Facility,State facility,1607.0,,565,3,0,0.0
North Carolina,Wayne,3BAE3BA2,Neuse Correctional Institution,State prison,783.0,783.0,495,4,13,0.0
North Carolina,New Hanover,9EF840FE,New Hanover Correctional Center,State prison,390.0,,146,0,0,0.0
North Carolina,Davidson,66D52B41,North Piedmont Confinement in Response to Violation Center,State prison,,,2,0,0,0.0
North Carolina,Orange,E3D56FD1,Orange Correctional Center,State prison,213.0,,72,0,0,0.0
North Carolina,Pamlico,0A62960D,Pamlico Correctional Institution,State prison,571.0,,105,0,2,0.0
North Carolina,Pasquotank,6C98CDE5,Pasquotank Correctional Institution,State prison,775.0,775.0,80,0,0,0.0
North Carolina,Pender,7704CD14,Pender Correctional Institution,State prison,756.0,756.0,325,4,0,0.0
North Carolina,Rowan,D5BB38F0,Piedmont Correctional Institution,State prison,999.0,999.0,370,0,0,0.0
North Carolina,Granville,1675FDF4,Polk Correctional Institution,State prison,617.0,658.0,208,0,0,0.0
North Carolina,Randolph,5961F3A9,Randolph Correctional Center,State prison,219.0,,0,0,0,0.0
North Carolina,Wake,4A053CE3,Raleigh Correctional Center for Women,State prison,,,0,0,0,0.0
North Carolina,Robeson,4B86DEA6,Robeson prison,State prison,118.0,,84,0,0,0.0
North Carolina,Rutherford,F0E05535,Rutherford Correctional Center,State prison,234.0,,112,3,0,0.0
North Carolina,Sampson,23D1496D,Sampson Correctional Institution,State prison,437.0,,198,0,0,0.0
North Carolina,Lee,E99F4D04,Sanford Correctional Center,State prison,296.0,,21,0,0,0.0
North Carolina,Scotland,DE8B6AF0,Scotland Correctional Institution,State prison,1687.0,1687.0,463,2,0,0.0
North Carolina,Montgomery,E52DD92C,Southern Correctional Institution,State prison,639.0,639.0,54,1,0,0.0
North Carolina,Buncombe,A04DD770,Swannanoa Correctional Center for Women,State prison,319.0,,53,0,0,0.0
North Carolina,Columbus,AA3E2AF5,Tabor Correctional Institution,State prison,1575.0,,566,2,0,0.0
North Carolina,Tyrrell,97BB88DA,Tyrrell Prison Work Farm,State work camp,,,26,0,0,0.0
North Carolina,Wake,EB33D51F,Wake Correctional Center,State prison,396.0,,144,0,0,0.0
North Carolina,Warren,DB3E4BBD,Warren Correctional Institution,State prison,662.0,,379,0,0,0.0
North Carolina,Wilkes,742CB7CD,Wilkes Correctional Center,State prison,240.0,242.0,14,0,0,0.0
North Carolina,Alexander,4F5CA3F4,Alexander Juvenile Detention Center,State juvenile detention,22.0,,2,0,0,0.0
North Carolina,Cabarrus,56B924A4,Cabarrus Juvenile Detention Center,State juvenile detention,26.0,,4,0,0,0.0
North Carolina,Cumberland,AA3F821C,Cumberland Juvenile Detention Center,State juvenile detention,17.0,,0,0,0,0.0
North Carolina,Granville,E433B540,Dillon Juvenile Detention Center,State juvenile detention,16.0,,1,0,0,0.0
North Carolina,Lenoir,2B8F5622,Dobbs/Lenior Juvenile Detention Center,State juvenile detention,6.0,,2,0,0,0.0
North Carolina,New Hanover,81BC850C,New Hanover Juvenile Detention Center,State juvenile detention,14.0,,1,0,0,0.0
North Carolina,Pitt,32355A94,Pitt Juvenile Detention Center,State juvenile detention,16.0,,4,0,0,0.0
North Carolina,Wake,60E2BF0D,Wake Juvenile Detention Center,State juvenile detention,21.0,,5,0,0,0.0
North Carolina,Chatham,250726AE,Chatham Youth Development Center,State juvenile detention,26.0,,0,0,0,0.0
North Carolina,Edgecombe,D942BA42,Edgecombe Youth Development Center,State juvenile detention,30.0,,6,0,0,0.0
North Carolina,Lenoir,252FDF11,Lenoir Youth Development Center,State juvenile detention,17.0,,0,0,0,0.0
North Carolina,Cabarrus,E10E1443,Cabarrus Youth Development Center,State juvenile detention,76.0,,17,0,0,0.0
North Carolina,Montgomery,9F3C5D74,Eckerd Connects Boys Residential Academy at Candor,State juvenile detention,81.0,,13,0,5,0.0
North Carolina,Wilkes,8AA4625A,Eckerd Connects Boys Residential Academy at Boomer,State juvenile detention,77.0,,8,0,7,0.0
North Carolina,Wilkes,FB61F31E,Eckerd Connects Girls Residential Academy at Kerr Lake,State juvenile detention,24.0,,0,0,1,0.0
North Dakota,Burleigh,07D67EB2,North Dakota State Penitentiary,State prison,614.0,631.0,195,0,112,0.0
North Dakota,Stutsman,205EBA6B,James River Correctional Center,State prison,414.0,432.0,346,1,97,1.0
North Dakota,Burleigh,674B33C1,Missouri River Correctional Center,State prison,104.0,111.0,82,0,19,0.0
North Dakota,Hettinger,351C869A,Dakota Women's Correctional and Rehabilitation Center,State prison,85.0,100.0,10,0,15,0.0
North Dakota,Morton,7424478F,Youth Correctional Center,State juvenile detention,22.0,,6,0,43,0.0
North Dakota,Cass,9F8CFEDA,Division of Juvenile Services,State juvenile detention,,,0,0,10,0.0
Ohio,Allen,25764603,Allen Oakwood Correctional Institution,State prison,1367.0,1412.0,244,11,189,0.0
Ohio,Belmont,BFD3D7FE,Belmont Correctional Institution,State prison,2485.0,2559.0,134,10,194,0.0
Ohio,Ross,ED5BD6E2,Chillicothe Correctional Institution,State prison,2318.0,2592.0,295,11,166,0.0
Ohio,Pickaway,70DF3C28,Correctional Reception Center,State prison,1695.0,,1246,2,191,2.0
Ohio,Montgomery,D28A56CD,Dayton Correctional Institution,State prison,749.0,850.0,86,2,121,1.0
Ohio,Franklin,9FDE7843,Franklin Medical Center prison hospital,State facility,332.0,,275,14,259,1.0
Ohio,Lorain,2A419D61,Grafton Correctional Institution,State prison,1659.0,1791.0,136,6,186,0.0
Ohio,Ashtabula,70CDE6D3,Lake Erie Correctional Institution,State prison,1590.0,1721.0,59,4,93,1.0
Ohio,Warren,FC5660BA,Lebanon Correctional Institution,State prison,2287.0,2314.0,95,1,201,1.0
Ohio,Madison,EA26A9FF,London Correctional Institution,State prison,2073.0,2194.0,104,6,128,0.0
Ohio,Lorain,B319EDD8,Lorain Correctional Institution,State prison,1400.0,1555.0,128,1,157,0.0
Ohio,Madison,9B960DCA,Madison Correctional Institution,State prison,2031.0,2146.0,331,2,227,0.0
Ohio,Richland,05D92744,Mansfield Correctional Institution,State prison,2190.0,2326.0,156,4,257,0.0
Ohio,Marion,ED89A25B,Marion Correctional Institution,State prison,2192.0,2437.0,2262,14,228,1.0
Ohio,Marion,2E9A6201,North Central Correctional Complex,State prison,2200.0,,162,7,105,0.0
Ohio,Noble,E9D7FF61,Noble Correctional Institution,State prison,2357.0,,176,1,138,0.0
Ohio,Mahoning,124DE173,Northeast Ohio Correctional Center,State prison,885.0,907.0,86,0,197,0.0
Ohio,Cuyahoga,09B27A96,Northeast Reintegration Center prison,State prison,469.0,,24,0,32,0.0
Ohio,Union,273ABF02,Ohio Reformatory for Women,State prison,2242.0,2397.0,323,0,155,0.0
Ohio,Mahoning,A96E8B4D,Ohio State Penitentiary,State prison,549.0,666.0,45,0,109,1.0
Ohio,Pickaway,5433B430,Pickaway Correctional Institution,State prison,1603.0,1916.0,1680,35,175,1.0
Ohio,Ross,4EC1748A,Ross Correctional Institution,State prison,2290.0,,43,0,146,0.0
Ohio,Richland,53F46C00,Richland Correctional Institution,State prison,1858.0,,118,8,147,0.0
Ohio,Fairfield,FB86D091,Southeastern Correctional Institution,State prison,1204.0,,124,0,128,0.0
Ohio,Scioto,16D9FCB2,Southern Ohio Correctional Facility,State prison,1228.0,,103,0,334,0.0
Ohio,Trumbull,CEA23199,Trumbull Correctional Institution,State prison,836.0,,98,0,142,1.0
Ohio,Lucas,ECBE5FDA,Toledo Correctional Institution,State prison,1197.0,,124,0,206,1.0
Ohio,Warren,10C60D6A,Warren Correctional Institution,State prison,1202.0,1275.0,22,0,172,0.0
Oklahoma,Woods,603B6B50,Johnson Correctional Center,State prison,376.0,432.0,257,0,9,0.0
Oklahoma,Payne,E181CDCB,Cimarron Correctional Facility,State prison,1632.0,,54,1,0,0.0
Oklahoma,Oklahoma,BC2C1781,Clara Waters Community Corrections Center,State prison,225.0,,160,1,2,0.0
Oklahoma,Hughes,3C63F845,Davis Correctional Facility,State prison,1657.0,1681.0,92,1,0,1.0
Oklahoma,Osage,3831EE08,Dick Conner Correctional Center,State prison,1120.0,1191.0,450,0,24,0.0
Oklahoma,Muskogee,5826E907,Dr. Eddie Warrior Correctional Center,State prison,788.0,813.0,782,2,22,0.0
Oklahoma,Garfield,A03F674B,Enid Community Corrections Center,State prison,69.0,,54,0,0,0.0
Oklahoma,Atoka,B6E5B9CE,Howard McLeod Correctional Center,State prison,604.0,686.0,235,0,4,0.0
Oklahoma,Pittsburg,794D6A70,Jackie Brannon Correctional Center,State prison,662.0,724.0,304,0,10,0.0
Oklahoma,Alfalfa,8A68214F,James Crabtree Correctional Center,State prison,1105.0,1165.0,599,2,5,0.0
Oklahoma,Muskogee,92C565C2,Jess Dunn Correctional Center,State prison,1001.0,1115.0,820,0,5,0.0
Oklahoma,Le Flore,8122D356,Jim E. Hamilton Correctional Center,State prison,655.0,728.0,42,0,17,0.0
Oklahoma,Okfuskee,8ED748A8,John H. Lilley Correctional Center,State prison,782.0,815.0,526,5,4,0.0
Oklahoma,Cleveland,C8AEEEE7,Joseph Harp Correctional Center,State prison,1256.0,1268.0,303,8,25,0.0
Oklahoma,Oklahoma,77520D5E,Kate Barnard Correctional Center,State prison,217.0,,2,0,6,0.0
Oklahoma,Comanche,83905458,Lawton Correctional Facility,State prison,,919.0,111,2,0,0.0
Oklahoma,Comanche,AACCCDEE,Lawton Community Corrections Center,State prison,866.0,,27,0,0,0.0
Oklahoma,Cleveland,554BF211,Lexington Assessment and Reception Center prison,State prison,47.0,,175,2,41,0.0
Oklahoma,Pottawatomie,885990AE,Mabel Bassett Correctional Center,State prison,1110.0,1140.0,297,1,35,0.0
Oklahoma,Atoka,AE4C61FB,Mack Alford Correctional Center,State prison,732.0,793.0,122,0,13,0.0
Oklahoma,Craig,CDDA46AF,Northeast Oklahoma Correctional Center,State prison,429.0,429.0,307,0,43,0.0
Oklahoma,Beckham,6A246294,North Fork Correctional Center,State prison,2122.0,2343.0,395,10,29,0.0
Oklahoma,Beckham,E1A3ACBC,North Fork Correctional Center - J Unit,State prison,,,25,0,0,0.0
Oklahoma,Pittsburg,33A40CCC,Oklahoma State Penitentiary,State prison,705.0,752.0,37,0,4,1.0
Oklahoma,Greer,72A101B4,Oklahoma State Reformatory,State prison,650.0,654.0,24,0,22,1.0
Oklahoma,Oklahoma,242ECCBA,Oklahoma City Community Corrections Center,State prison,194.0,,14,0,4,0.0
Oklahoma,Canadian,65E6CB8D,Union City Community Corrections Center,State prison,176.0,,52,1,0,0.0
Oklahoma,Woodward,B40D78F9,William S. Key Correctional Center,State prison,872.0,1061.0,915,2,20,0.0
Oklahoma,Oklahoma,CCD21989,Bridgeway halfway house,State halfway house,72.0,,14,0,0,0.0
Oklahoma,Oklahoma,61591FAF,Carver Transitional Center,State halfway house,113.0,,17,0,0,0.0
Oklahoma,Oklahoma,2EB4F867,OKC Transitional Center,State halfway house,108.0,,0,0,0,0.0
Oklahoma,Tulsa,57D051F7,Tulsa Transitional Center,State halfway house,139.0,,3,0,0,0.0
Oregon,Washington,53E81090,Coffee Creek Correctional Facility,State prison,1016.0,1016.0,325,0,54,0.0
Oregon,Multnomah,D6B20DF4,Columbia River Correctional Institution,State prison,494.0,494.0,258,0,25,0.0
Oregon,Jefferson,B1249EAE,Deer Ridge Correctional Institution,State prison,800.0,800.0,283,2,45,0.0
Oregon,Umatilla,5FD6930B,Eastern Oregon Correctional Institution,State prison,1581.0,1602.0,459,3,76,0.0
Oregon,Marion,C08939DC,Mill Creek Correctional Facility,State prison,245.0,,39,0,15,0.0
Oregon,Marion,C5EFB9E4,Oregon State Correctional Institution,State prison,793.0,793.0,250,0,42,0.0
Oregon,Marion,E4DF1FDF,Oregon State Penitentiary,State prison,1855.0,1954.0,386,3,123,0.0
Oregon,Baker,AC5F9E0D,Powder River Correctional Facility,State prison,309.0,,69,0,20,0.0
Oregon,Coos,BADCF526,Shutter Creek Correctional Institution,State prison,182.0,235.0,27,0,7,0.0
Oregon,Marion,C2ADB50C,Santiam Correctional Institution,State prison,375.0,392.0,119,0,34,0.0
Oregon,Tillamook,067F341D,South Fork Forest Camp,State work camp,183.0,,4,0,0,0.0
Oregon,Malheur,158FA02A,Snake River Correctional Institution,State prison,2902.0,2923.0,488,9,230,0.0
Oregon,Umatilla,375DB7FE,Two Rivers Correctional Institution,State prison,1874.0,1885.0,775,3,127,0.0
Oregon,Lake,E8FC4EFE,Warner Creek Correctional Facility​,State prison,428.0,488.0,94,0,13,0.0
Oregon,Marion,2F99AEC4,Oregon Youth Authority,State juvenile detention,,,41,0,46,0.0
Pennsylvania,Erie,37154997,State Correctional Institution at Albion,State prison,2184.0,2229.0,308,3,173,0.0
Pennsylvania,Centre,E6F1E8F2,State Correctional Institution at Benner Township,State prison,1951.0,2016.0,217,6,169,0.0
Pennsylvania,Crawford,C01B3266,State Correctional Institution at Cambridge Springs,State prison,940.0,996.0,1187,1,84,0.0
Pennsylvania,Cumberland,2886A9F6,State Correctional Institution at Camp Hill,State prison,2188.0,2675.0,360,4,244,1.0
Pennsylvania,Delaware,7D5FD49E,State Correctional Institution at Chester,State prison,977.0,995.0,216,11,171,0.0
Pennsylvania,Northumberland,2E558AA9,State Correctional Institution at Coal Township,State prison,2272.0,2282.0,401,1,138,0.0
Pennsylvania,Luzerne,C579558C,State Correctional Institution at Dallas,State prison,1924.0,2111.0,1283,10,255,0.0
Pennsylvania,Fayette,A8910670,State Correctional Institution at Fayette,State prison,1971.0,2002.0,51,3,154,1.0
Pennsylvania,Forest,D81F5A60,State Correctional Institution at Forest,State prison,2313.0,,940,5,136,0.0
Pennsylvania,Schuylkill,D01EB4F7,State Correctional Institution at Frackville,State prison,1146.0,1147.0,91,1,156,0.0
Pennsylvania,Greene,4554374C,State Correctional Institution at Greene,State prison,1743.0,1743.0,153,1,198,0.0
Pennsylvania,Clearfield,09D26137,State Correctional Institution at Houtzdale,State prison,2425.0,2443.0,226,3,147,1.0
Pennsylvania,Huntingdon,73097B09,State Correctional Institution at Huntingdon,State prison,1711.0,1874.0,237,8,169,0.0
Pennsylvania,Somerset,D3E6E06E,State Correctional Institution at Laurel Highlands,State prison,800.0,931.0,533,12,178,0.0
